"Method","tau","n","p","seed","num_bin","beta0","beta1","time"
"two_step_Neyman",0.9,5000,1,11,NA,-1.97140284887733,4.60275990039055,0.0279999999999916
"two_step_LS",0.9,5000,1,11,NA,-0.502622909276528,2.71138913283244,0.00999999999999091
"Average of linear quantiles",0.9,5000,1,11,NA,-0.348193813128257,0.794183881460839,0.206999999999994
"mRock_kNN_bs_Neyman",0.9,5000,1,110,5,2.45825801445801,-6.15553109533298,8.178
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,5,2.34051723508423,-5.88141973585655,8.507
"mRock_kNN_bs_Neyman",0.9,5000,1,110,10,0.227388633489756,1.81940471222383,8.237
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,10,0.196371967438901,1.83038104496961,7.903
"mRock_kNN_bs_Neyman",0.9,5000,1,110,15,0.524763070311773,1.11609012423774,8.069
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,15,0.320515742598611,1.32594070011889,7.678
"mRock_kNN_bs_Neyman",0.9,5000,1,110,17,0.245824618233166,1.41769916580451,8.17999999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,17,0.142449718956524,1.47401938435918,7.866
"mRock_kNN_bs_Neyman",0.9,5000,1,110,20,0.506063524691434,1.02482817989926,8.32900000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,20,0.419204237591354,1.02734878487283,7.66
"mRock_kNN_bs_Neyman",0.9,5000,1,110,25,0.628785458049467,0.301335165771761,8.223
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,25,0.431404650879149,0.530461006526153,7.658
"mRock_kNN_bs_Neyman",0.9,5000,1,110,30,0.77763586540704,-0.257815170043258,8.277
"mRock_kNN_global_linear_Neyman",0.9,5000,1,110,30,0.502942881545197,-0.018377592132623,7.69
"two_step_Neyman",0.9,5000,1,110,NA,3.18112848959,-3.57618799108077,0.0260000000000105
"two_step_LS",0.9,5000,1,110,NA,2.03837571123511,-2.12789018543459,0.00900000000001455
"Average of linear quantiles",0.9,5000,1,110,NA,0.99323188762706,-2.4261312930758,0.174999999999983
"mRock_kNN_bs_Neyman",0.9,5000,1,111,5,-0.652712866477716,2.24296373444001,8.279
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,5,-0.661041062177262,2.26305005871802,8.494
"mRock_kNN_bs_Neyman",0.9,5000,1,111,10,-1.13915288850664,4.67045053302076,8.268
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,10,-1.1276912575746,4.65093536623016,7.969
"mRock_kNN_bs_Neyman",0.9,5000,1,111,15,-0.608141056661404,3.10713471695904,8.184
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,15,-0.626867773815258,3.12809327039045,7.75
"mRock_kNN_bs_Neyman",0.9,5000,1,111,17,-0.708835445420829,3.21762789984334,8.21300000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,17,-0.728303998257217,3.28051931815314,7.91
"mRock_kNN_bs_Neyman",0.9,5000,1,111,20,-0.572618736462108,2.52790507580326,8.15300000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,20,-0.571530557927059,2.48249388141768,7.742
"mRock_kNN_bs_Neyman",0.9,5000,1,111,25,-0.678941193568389,4.08681102398839,8.35000000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,25,-0.665854033725016,4.13872643443652,7.69
"mRock_kNN_bs_Neyman",0.9,5000,1,111,30,-0.705875180724509,4.26925898745399,8.16000000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,111,30,-0.722454566822753,4.37018910033868,7.77199999999999
"two_step_Neyman",0.9,5000,1,111,NA,-2.06685783396048,4.35328055026933,0.0330000000000013
"two_step_LS",0.9,5000,1,111,NA,-3.94743667642348,6.78678626575898,0.00900000000000034
"Average of linear quantiles",0.9,5000,1,111,NA,-0.54172097238232,0.941295806889045,0.183999999999997
"mRock_kNN_bs_Neyman",0.9,5000,1,112,5,-0.591625104666735,4.6702445334577,7.955
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,5,-0.626794092894405,4.75624679233817,13.981
"mRock_kNN_bs_Neyman",0.9,5000,1,112,10,0.0810210803775027,2.78078555804566,7.974
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,10,0.0578639331083863,2.89675624916997,7.596
"mRock_kNN_bs_Neyman",0.9,5000,1,112,15,0.447870686189944,0.701345937400703,7.89600000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,15,0.441405459443015,0.781418627513929,7.41
"mRock_kNN_bs_Neyman",0.9,5000,1,112,17,0.660101745041177,0.208951183101064,7.95400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,17,0.605870743113213,0.453089494764257,7.55799999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,112,20,0.565567973696359,0.611102223770089,7.85299999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,20,0.526767008424488,0.727643172215849,7.422
"mRock_kNN_bs_Neyman",0.9,5000,1,112,25,0.655542283823421,-0.0204905769954848,7.92
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,25,0.592915286412759,0.22030545763036,7.56
"mRock_kNN_bs_Neyman",0.9,5000,1,112,30,0.573617356267556,0.545950737268726,7.849
"mRock_kNN_global_linear_Neyman",0.9,5000,1,112,30,0.554406130700282,0.67799484172815,7.407
"two_step_Neyman",0.9,5000,1,112,NA,-0.193181270830508,2.36296936807183,0.0279999999999916
"two_step_LS",0.9,5000,1,112,NA,-2.14085217892296,4.71379486126237,0.0100000000000193
"Average of linear quantiles",0.9,5000,1,112,NA,0.462170249837962,-0.999663247462095,0.205999999999989
"mRock_kNN_bs_Neyman",0.9,5000,1,113,5,-0.318766745454973,2.80714957348087,8.689
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,5,-0.357495228574452,3.00924494433413,8.975
"mRock_kNN_bs_Neyman",0.9,5000,1,113,10,-0.263153057276505,0.45253444784332,8.716
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,10,-0.286194552024402,0.593715924635461,8.401
"mRock_kNN_bs_Neyman",0.9,5000,1,113,15,-0.497800591495707,2.22752062141609,8.709
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,15,-0.455104317049272,2.24746530469281,8.173
"mRock_kNN_bs_Neyman",0.9,5000,1,113,17,-0.730001654276403,3.12798297833587,8.807
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,17,-0.694515327682275,3.1336572016432,8.072
"mRock_kNN_bs_Neyman",0.9,5000,1,113,20,-1.2143583513513,5.52204470954003,8.77
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,20,-1.11291790881356,5.53341218726355,8.155
"mRock_kNN_bs_Neyman",0.9,5000,1,113,25,-0.870652565088611,3.94434855199961,8.592
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,25,-0.728575779169678,3.83930452249869,8.14999999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,113,30,-0.841737974420698,3.9595772535037,8.63900000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,113,30,-0.715092625868655,3.87037353892009,8.321
"two_step_Neyman",0.9,5000,1,113,NA,0.148039493345713,2.05360760786179,0.0279999999999916
"two_step_LS",0.9,5000,1,113,NA,-0.10158176226989,2.39374027588592,0.0130000000000052
"Average of linear quantiles",0.9,5000,1,113,NA,-0.231927884130287,0.759920902858639,0.193000000000012
"mRock_kNN_bs_Neyman",0.9,5000,1,114,5,-0.379145617494233,-1.93112986348835,8.265
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,5,-0.462884215086732,-1.80740552876021,8.394
"mRock_kNN_bs_Neyman",0.9,5000,1,114,10,-1.46139454510825,2.20961696126487,8.192
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,10,-1.52676076400484,2.37789916708607,7.895
"mRock_kNN_bs_Neyman",0.9,5000,1,114,15,-0.96921152104772,0.636083287194651,8.138
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,15,-1.0478642936192,0.721857555010033,7.685
"mRock_kNN_bs_Neyman",0.9,5000,1,114,17,-0.844370289684554,-0.230559815990986,8.277
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,17,-0.929025990469932,-0.082755781105547,8.07100000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,114,20,-0.919259309169149,0.199760448731539,7.98699999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,20,-1.00410060504854,0.368482697129878,7.55500000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,114,25,-0.854470411366938,0.272334277737031,8.07899999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,25,-0.901349913631387,0.362811014979911,7.575
"mRock_kNN_bs_Neyman",0.9,5000,1,114,30,-0.479922387968676,-1.32048714683746,8.038
"mRock_kNN_global_linear_Neyman",0.9,5000,1,114,30,-0.54717657075859,-1.16141020304299,7.61
"two_step_Neyman",0.9,5000,1,114,NA,-3.03411578142635,2.24389606561984,0.034000000000006
"two_step_LS",0.9,5000,1,114,NA,-3.64053906749658,2.98903731720495,0.0130000000000052
"Average of linear quantiles",0.9,5000,1,114,NA,-0.319017411318877,-3.30343003098038,0.193999999999988
"mRock_kNN_bs_Neyman",0.9,5000,1,115,5,-2.9981595312519,10.153469833817,8.258
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,5,-3.05204010597127,10.2106885770706,8.437
"mRock_kNN_bs_Neyman",0.9,5000,1,115,10,-2.15446514018776,8.13990275668756,8.287
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,10,-2.15355594042542,8.15826260742463,8.009
"mRock_kNN_bs_Neyman",0.9,5000,1,115,15,-1.67586497869035,6.53327788881506,8.342
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,15,-1.66924218441586,6.46676559718844,7.742
"mRock_kNN_bs_Neyman",0.9,5000,1,115,17,-1.97841921242832,8.42814158070438,8.196
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,17,-1.97263294168253,8.42585311515418,7.761
"mRock_kNN_bs_Neyman",0.9,5000,1,115,20,-1.78435116979512,7.02694473581832,8.217
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,20,-1.79726954044544,7.05480687278046,7.97200000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,115,25,-1.78785646093732,7.21905392023149,8.11200000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,25,-1.74644495724027,7.12647678024649,7.63600000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,115,30,-1.60176836940436,7.19083949069409,8.29100000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,115,30,-1.56815341987204,7.12263599664797,7.867
"two_step_Neyman",0.9,5000,1,115,NA,-4.97623225953293,9.82792720329813,0.0300000000000011
"two_step_LS",0.9,5000,1,115,NA,-2.88256109466541,7.22483251461703,0.01400000000001
"Average of linear quantiles",0.9,5000,1,115,NA,-1.50703479662642,3.68949239447839,0.218999999999994
"mRock_kNN_bs_Neyman",0.9,5000,1,116,5,-0.338610983897865,2.55979454580995,7.718
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,5,-0.350495472887981,2.52892306988126,7.911
"mRock_kNN_bs_Neyman",0.9,5000,1,116,10,-0.571502714600257,2.04251931509783,7.76499999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,10,-0.616752333402488,2.101196728088,7.477
"mRock_kNN_bs_Neyman",0.9,5000,1,116,15,-1.04087521431166,4.69414789561404,7.684
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,15,-1.07911566912915,4.78838788331738,7.314
"mRock_kNN_bs_Neyman",0.9,5000,1,116,17,-0.729962527171056,3.11998556799632,7.658
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,17,-0.761585137489638,3.16771564276982,7.428
"mRock_kNN_bs_Neyman",0.9,5000,1,116,20,-1.06476686474002,3.89046358861575,7.73399999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,20,-1.11955291300889,3.97774745000453,7.491
"mRock_kNN_bs_Neyman",0.9,5000,1,116,25,-0.77884458382723,3.56394362250465,7.68100000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,25,-0.843793952251924,3.6399544129834,7.31399999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,116,30,-1.15062889779881,4.72152536949353,7.721
"mRock_kNN_global_linear_Neyman",0.9,5000,1,116,30,-1.18051919295229,4.73184685295143,7.36
"two_step_Neyman",0.9,5000,1,116,NA,2.63368667906796,-0.652192526031598,0.0249999999999915
"two_step_LS",0.9,5000,1,116,NA,0.776739514334984,1.67302269880363,0.00800000000000978
"Average of linear quantiles",0.9,5000,1,116,NA,-0.829141301381477,1.94676990578411,0.189000000000007
"mRock_kNN_bs_Neyman",0.9,5000,1,117,5,-0.378020368379632,0.0922109662911907,8.503
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,5,-0.351812634105757,0.102229247376641,8.806
"mRock_kNN_bs_Neyman",0.9,5000,1,117,10,-0.0366254568251883,-1.57051949722391,8.473
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,10,0.00243331749294828,-1.56250304831953,8.108
"mRock_kNN_bs_Neyman",0.9,5000,1,117,15,-0.164851268814345,-0.695354861727921,8.463
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,15,-0.157483225184957,-0.606027426811224,7.95500000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,117,17,-0.202560553147798,-0.572444217069702,8.34500000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,17,-0.168423039954384,-0.557004386722355,8.122
"mRock_kNN_bs_Neyman",0.9,5000,1,117,20,-0.457721836504899,0.739329948858426,8.297
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,20,-0.472973171061867,0.807564754467379,7.95999999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,117,25,-0.516206704058516,1.37311623816056,8.52800000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,25,-0.529715463729543,1.4744093377534,7.934
"mRock_kNN_bs_Neyman",0.9,5000,1,117,30,-0.714767001950368,1.46240798956546,8.50699999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,117,30,-0.691251573813512,1.46464767568921,7.90400000000001
"two_step_Neyman",0.9,5000,1,117,NA,-2.07631422837435,3.41830778169086,0.0339999999999918
"two_step_LS",0.9,5000,1,117,NA,-1.44884874805149,2.63578649875203,0.00899999999998613
"Average of linear quantiles",0.9,5000,1,117,NA,-0.800919504210633,0.0991274440056173,0.195999999999998
"mRock_kNN_bs_Neyman",0.9,5000,1,118,5,1.9810244174924,-7.09380728760809,8.91
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,5,1.82874460150365,-6.53477554484468,9.212
"mRock_kNN_bs_Neyman",0.9,5000,1,118,10,1.31436837058987,-5.95049727247853,8.975
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,10,1.28911235635403,-5.77907478843241,8.519
"mRock_kNN_bs_Neyman",0.9,5000,1,118,15,0.853771375109727,-4.45676965688976,8.71
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,15,0.841616802866353,-4.36368256177985,8.114
"mRock_kNN_bs_Neyman",0.9,5000,1,118,17,1.17553787991611,-5.2043067712974,8.73099999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,17,1.17438166039891,-5.08762844869814,8.164
"mRock_kNN_bs_Neyman",0.9,5000,1,118,20,0.97048991648787,-4.92111450676292,8.83800000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,20,0.927658712772033,-4.6873751379274,8.69199999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,118,25,1.40058535037116,-6.05028230484572,8.99600000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,25,1.29397776783019,-5.6824942365314,8.072
"mRock_kNN_bs_Neyman",0.9,5000,1,118,30,1.01901051148589,-5.14416522052339,8.78999999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,118,30,0.927531875199064,-4.76931119205265,8.47200000000001
"two_step_Neyman",0.9,5000,1,118,NA,4.40959324580899,-9.92718551432442,0.0290000000000248
"two_step_LS",0.9,5000,1,118,NA,1.07323028306388,-5.69812955435968,0.0109999999999957
"Average of linear quantiles",0.9,5000,1,118,NA,1.40447108593886,-7.7967052317228,0.213999999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,119,5,2.25503293486588,-7.69038287472719,8.174
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,5,2.26834623908347,-7.62548010152076,8.606
"mRock_kNN_bs_Neyman",0.9,5000,1,119,10,1.91472065947304,-6.42075280040184,8.209
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,10,1.86718243458772,-6.33440878797981,7.989
"mRock_kNN_bs_Neyman",0.9,5000,1,119,15,2.13399694649483,-6.56850379851221,8.421
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,15,2.03590196499535,-6.46831707555096,7.774
"mRock_kNN_bs_Neyman",0.9,5000,1,119,17,1.90112814917901,-5.84979466804292,8.134
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,17,1.80189245423221,-5.69060141074365,7.70099999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,119,20,1.43668700901333,-4.71797900246835,8.283
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,20,1.40014284519784,-4.66595841109338,7.831
"mRock_kNN_bs_Neyman",0.9,5000,1,119,25,2.16154544881495,-6.73044717187624,8.17100000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,25,2.08305971754898,-6.64147982922626,7.73999999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,119,30,2.12092507647512,-6.84713878986753,8.18000000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,119,30,2.14403381417861,-6.82783586309006,7.87
"two_step_Neyman",0.9,5000,1,119,NA,-0.702507259755763,-2.41510977446785,0.0260000000000105
"two_step_LS",0.9,5000,1,119,NA,-0.303693356061767,-2.89594498091228,0.00799999999998136
"Average of linear quantiles",0.9,5000,1,119,NA,1.28920872715135,-6.86763867732812,0.199000000000012
"mRock_kNN_bs_Neyman",0.9,5000,1,12,5,-0.546888765390421,-2.76903354762091,8.678
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,5,-0.55321561613734,-2.74112113581614,8.883
"mRock_kNN_bs_Neyman",0.9,5000,1,12,10,-1.48311985045927,1.07402905140461,8.675
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,10,-1.47059411123997,1.08820735906365,8.282
"mRock_kNN_bs_Neyman",0.9,5000,1,12,15,-1.14440574619031,-0.7087205991742,8.799
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,15,-1.14084751795751,-0.684908455025763,8.065
"mRock_kNN_bs_Neyman",0.9,5000,1,12,17,-1.13842935268312,-1.24705498926792,8.753
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,17,-1.13229919513468,-1.2546533517574,8.09599999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,12,20,-1.31914208551167,0.407924156289269,8.783
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,20,-1.32830932832144,0.470495762243004,8.07000000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,12,25,-1.04345469862095,-1.02028653301021,8.56700000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,25,-1.07243606028844,-0.900534924405974,8
"mRock_kNN_bs_Neyman",0.9,5000,1,12,30,-0.907216801235461,-1.11188549383346,8.54899999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,12,30,-0.907511602580433,-1.09141481403314,8.126
"two_step_Neyman",0.9,5000,1,12,NA,-1.46412271681404,-0.624872473366736,0.0279999999999916
"two_step_LS",0.9,5000,1,12,NA,-2.32629375034309,0.52694354303209,0.0109999999999957
"Average of linear quantiles",0.9,5000,1,12,NA,-0.811787287485494,-3.26297553395125,0.22999999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,120,5,-0.489607991534238,-0.735843248627177,8.243
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,5,-0.470079656695293,-0.658699720830029,8.626
"mRock_kNN_bs_Neyman",0.9,5000,1,120,10,-0.841005010268417,0.49593042354465,8.269
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,10,-0.816689978925358,0.494800808701655,8.014
"mRock_kNN_bs_Neyman",0.9,5000,1,120,15,-0.329268364202765,-2.30654737109735,8.256
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,15,-0.301519259486352,-2.32148636451035,7.77200000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,120,17,-0.140161010003074,-2.75778736585134,8.23
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,17,-0.14419648247127,-2.70172524996123,7.87599999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,120,20,-0.413625836762188,-1.28743336967997,8.438
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,20,-0.419968554742287,-1.22597548610965,7.75
"mRock_kNN_bs_Neyman",0.9,5000,1,120,25,-0.453706018930629,-1.72819460792984,8.55200000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,25,-0.409141312370869,-1.7754922478136,7.892
"mRock_kNN_bs_Neyman",0.9,5000,1,120,30,-0.517634089396728,-1.43373210284362,8.46999999999998
"mRock_kNN_global_linear_Neyman",0.9,5000,1,120,30,-0.483901558332809,-1.42587229861029,7.85300000000001
"two_step_Neyman",0.9,5000,1,120,NA,-0.661934135946252,-2.06347383123833,0.0269999999999868
"two_step_LS",0.9,5000,1,120,NA,-0.517033739490316,-2.26214244616331,0.0100000000000193
"Average of linear quantiles",0.9,5000,1,120,NA,-0.264379741077226,-4.18541673197039,0.174000000000007
"mRock_kNN_bs_Neyman",0.9,5000,1,121,5,0.601842658238481,-1.95331709170516,8.235
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,5,0.54464754733382,-1.73021289855737,8.383
"mRock_kNN_bs_Neyman",0.9,5000,1,121,10,0.286188476328124,-1.10572539393985,8.229
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,10,0.266601362577257,-0.903605748637105,7.91
"mRock_kNN_bs_Neyman",0.9,5000,1,121,15,-0.0684942438937677,-0.568886858482003,8.139
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,15,-0.0210045935948591,-0.565652807405499,7.688
"mRock_kNN_bs_Neyman",0.9,5000,1,121,17,-0.526028546659373,0.902187910762947,8.16300000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,17,-0.474923986806326,0.914863200195526,7.834
"mRock_kNN_bs_Neyman",0.9,5000,1,121,20,-0.359295263510107,0.641156504105425,8.233
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,20,-0.262216130615363,0.550050882691707,7.84399999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,121,25,0.00809108216662224,-0.873582287309361,8.27200000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,25,0.0622685794603974,-0.860966838997484,7.67099999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,121,30,-0.112642576129784,-0.361240151918537,8.127
"mRock_kNN_global_linear_Neyman",0.9,5000,1,121,30,-0.0703501199087517,-0.308205085233226,7.905
"two_step_Neyman",0.9,5000,1,121,NA,3.8395540345677,-5.79748319146798,0.0259999999999962
"two_step_LS",0.9,5000,1,121,NA,2.77082000892278,-4.52077273788807,0.00900000000000034
"Average of linear quantiles",0.9,5000,1,121,NA,0.0962870005565097,-2.72615889061014,0.207999999999998
"mRock_kNN_bs_Neyman",0.9,5000,1,122,5,1.04942745323159,-5.2128811516093,9.258
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,5,1.02452339816271,-5.08976031829411,9.561
"mRock_kNN_bs_Neyman",0.9,5000,1,122,10,0.884929844676124,-3.95119553478742,9.287
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,10,0.919825117603952,-3.89128660500718,8.912
"mRock_kNN_bs_Neyman",0.9,5000,1,122,15,0.386177327303304,-2.62263574317858,9.152
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,15,0.45056819835062,-2.64445916123209,8.543
"mRock_kNN_bs_Neyman",0.9,5000,1,122,17,0.494308657704952,-3.31162689624364,9.02800000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,17,0.55947074857399,-3.33366366352867,8.43600000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,122,20,0.71304032505008,-3.50169272737217,8.94799999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,20,0.847862567750207,-3.53784290225674,8.30200000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,122,25,0.343600734041597,-2.16633432655352,8.833
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,25,0.481328379341456,-2.28597651226602,8.251
"mRock_kNN_bs_Neyman",0.9,5000,1,122,30,0.348113654124127,-1.87377173786241,8.71799999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,122,30,0.441559107177691,-1.99222442144443,8.235
"two_step_Neyman",0.9,5000,1,122,NA,2.47774476083293,-5.85777007947132,0.0309999999999775
"two_step_LS",0.9,5000,1,122,NA,1.45844955459429,-4.60187345021527,0.0100000000000193
"Average of linear quantiles",0.9,5000,1,122,NA,0.744173445400935,-5.35777282056871,0.191000000000003
"mRock_kNN_bs_Neyman",0.9,5000,1,123,5,-1.68015368562824,0.652470537296864,8.449
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,5,-1.75018538648904,1.04134712323234,8.668
"mRock_kNN_bs_Neyman",0.9,5000,1,123,10,-1.63863513412877,1.33456618884848,8.446
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,10,-1.66147304125099,1.51730213976397,8.064
"mRock_kNN_bs_Neyman",0.9,5000,1,123,15,-1.75202250304975,2.51098394246503,8.30399999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,15,-1.75089089172425,2.5928725483104,7.815
"mRock_kNN_bs_Neyman",0.9,5000,1,123,17,-1.4035703220522,0.866871145741001,8.38500000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,17,-1.3935794987733,0.863410441085918,7.964
"mRock_kNN_bs_Neyman",0.9,5000,1,123,20,-1.23084691495938,0.777189185493782,8.54900000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,20,-1.25973506114339,0.973478083785338,7.80199999999999
"mRock_kNN_bs_Neyman",0.9,5000,1,123,25,-1.25768582766093,0.897552849744727,8.42
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,25,-1.27411971092861,1.07286399996057,7.809
"mRock_kNN_bs_Neyman",0.9,5000,1,123,30,-1.35608429278324,1.35307031661351,8.49300000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,1,123,30,-1.358287658384,1.33536082867182,7.812
"two_step_Neyman",0.9,5000,1,123,NA,-1.29723038933582,-0.376781870032318,0.0260000000000105
"two_step_LS",0.9,5000,1,123,NA,-3.60079957044953,2.53630838984844,0.00899999999998613
"Average of linear quantiles",0.9,5000,1,123,NA,-0.793900729448921,-2.48438243974806,0.209000000000003
"mRock_kNN_bs_Neyman",0.9,5000,1,124,5,0.39030971002723,0.229592162446068,8.583
"mRock_kNN_global_linear_Neyman",0.9,5000,1,124,5,0.438054892045528,0.237704291455842,8.809
"mRock_kNN_bs_Neyman",0.9,5000,1,124,10,0.881958465650122,-1.60020981802907,8.60899999999999
"mRock_kNN_global_linear_Neyman",0.9,5000,1,124,10,0.985799123724826,-1.66482951231247,8.22900000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,124,15,0.552944728363795,-0.548654615573128,8.457
"mRock_kNN_global_linear_Neyman",0.9,5000,1,124,15,0.670603538659668,-0.660460627985486,7.97600000000001
"mRock_kNN_bs_Neyman",0.9,5000,1,124,17,0.743183423466906,-1.14493514979432,8.51300000000001
