"Method","tau","n","p","seed","beta0","beta1","beta2"
"two_step_LS",0.9,5000,2,407,-4.05863379447517,3.12747247698522,3.05489992397248
"mRock",0.9,5000,2,407,-0.170874375769904,-0.122257258573567,1.99208511203673
"two_step_Neyman",0.9,5000,2,408,-2.86969260433295,2.77573450191874,0.748351498373808
"two_step_LS",0.9,5000,2,408,-3.06229358088173,2.37902693502152,1.37212554919353
"mRock",0.9,5000,2,408,-0.291861223800568,0.231243894325209,0.385220903742294
"two_step_Neyman",0.9,5000,2,41,4.34914850295973,-2.57932643286221,-3.02802928814182
"two_step_LS",0.9,5000,2,41,1.11384064151298,-2.57992644234468,0.16312133724206
"mRock",0.9,5000,2,41,0.273664971903716,-0.402014205787865,-1.50978211275685
"two_step_Neyman",0.9,5000,2,413,1.32343021252281,-0.281632523272297,2.02687171249551
"two_step_LS",0.9,5000,2,413,1.02265995051339,-1.07104794484866,3.04947910939492
"mRock",0.9,5000,2,413,0.060687879832642,0.189165008259759,2.33067023397697
"two_step_Neyman",0.9,5000,2,42,0.237310008548252,-1.9646198095395,4.42855870958745
"two_step_LS",0.9,5000,2,42,1.80279647928526,-1.97890653522559,2.90074798018982
"mRock",0.9,5000,2,42,0.186866810199673,-0.387408316579717,2.56572068620464
"two_step_Neyman",0.9,5000,2,421,-2.84455354594322,4.84890618347203,-2.2364170241547
"two_step_LS",0.9,5000,2,421,-2.55507037184036,4.70078885806234,-2.43188389581033
"mRock",0.9,5000,2,421,-0.220695328950169,0.42512252695538,-0.816829326985072
"two_step_Neyman",0.9,5000,2,422,0.943241966683279,-4.03923990901308,6.74594794809504
"two_step_LS",0.9,5000,2,422,1.06619903887206,-3.44694935607654,5.99682136083251
"mRock",0.9,5000,2,422,-0.0341298183615004,-0.219247934360444,3.34835045269237
"two_step_Neyman",0.9,5000,2,424,3.14895996001492,-0.191797417114773,0.249163617279635
"two_step_LS",0.9,5000,2,424,4.92612591941532,-2.4131627780265,0.744647235573453
"mRock",0.9,5000,2,424,-0.257073754411506,0.13929681989897,2.8422067606358
"two_step_Neyman",0.9,5000,2,427,2.28341799654588,-2.94653181112201,2.53062054754889
"two_step_LS",0.9,5000,2,427,4.52584887409015,-4.56909149133799,1.87936279748023
"mRock",0.9,5000,2,427,0.506551563235634,-0.471661494279106,1.38321576571035
"two_step_Neyman",0.9,5000,2,429,4.53724500984839,-2.01362315458888,-4.56315409231307
"two_step_LS",0.9,5000,2,429,3.36060122795934,-0.974419607312711,-4.44225815799403
"mRock",0.9,5000,2,429,0.160052927782798,-0.145427451107147,-2.52320875335147
"two_step_Neyman",0.9,5000,2,430,1.81436168920247,0.420974484357353,-0.484236116124904
"two_step_LS",0.9,5000,2,430,0.469341477285267,1.32480401118167,-0.0452998380371668
"mRock",0.9,5000,2,430,0.0578158759086858,0.0562512552934433,1.41861460067007
"two_step_Neyman",0.9,5000,2,431,-0.0283332873923881,1.51622264869952,1.21251453687796
"two_step_LS",0.9,5000,2,431,-2.45666420391601,1.28194100629584,3.88789837150513
"mRock",0.9,5000,2,431,-0.148935207607837,0.355264283395661,2.19103247433215
"two_step_Neyman",0.9,5000,2,433,-3.36027209476265,3.84995714703247,-2.254637449851
"two_step_LS",0.9,5000,2,433,-3.51798601666374,3.55298811775855,-1.79743212074779
"mRock",0.9,5000,2,433,0.0723085268643029,-0.189654962320593,-2.26568461220263
"two_step_Neyman",0.9,5000,2,436,2.51705375654415,-1.25526168750041,-5.3754180002238
"two_step_LS",0.9,5000,2,436,4.25600638527451,-3.50037819054598,-4.89802055519226
"mRock",0.9,5000,2,436,0.318879478215265,-0.122977765998944,-4.71506618941349
"two_step_Neyman",0.9,5000,2,437,0.168386504090754,1.89906891405889,-1.9944255339594
"two_step_LS",0.9,5000,2,437,0.268256980152927,0.0380487989297738,-0.235217144517492
"mRock",0.9,5000,2,437,0.141414930694404,0.152463818138651,-0.40443200429722
"two_step_Neyman",0.9,5000,2,438,5.46508703722776,-0.699377126005074,-6.92286060649559
"two_step_LS",0.9,5000,2,438,3.13434268915644,-1.5902279341683,-3.73184286541174
"mRock",0.9,5000,2,438,0.0610120431894474,0.242623423763,-2.85093698273251
"two_step_Neyman",0.9,5000,2,439,1.41250506691368,3.1580268041187,-7.62539491382083
"two_step_LS",0.9,5000,2,439,-1.9207989999637,4.54536281291162,-5.66163731264166
"mRock",0.9,5000,2,439,-0.280415986918615,0.516288431963266,-3.98351058926353
"two_step_Neyman",0.9,5000,2,44,-0.380575917859375,-0.0693751302986287,1.7764612083557
"two_step_LS",0.9,5000,2,44,-1.39991118586127,1.6332249629203,1.16022442101
"mRock",0.9,5000,2,44,0.352335242406286,-0.177764095931536,0.721815696397286
"two_step_Neyman",0.9,5000,2,441,2.91488458796118,-1.27826344001532,-3.93444769225023
"two_step_LS",0.9,5000,2,441,-0.88465517570602,2.01789519724008,-3.45512350853802
"mRock",0.9,5000,2,441,-0.0265273829916755,0.0775939271493571,-2.49754580068939
"two_step_Neyman",0.9,5000,2,442,-5.18047932076035,3.49798288278161,2.10007773537284
"two_step_LS",0.9,5000,2,442,-1.07628862734158,1.02387955868899,0.478963812130445
"mRock",0.9,5000,2,442,-0.302844604462999,0.132229320264914,0.435286363783334
"two_step_Neyman",0.9,5000,2,445,1.09008883469178,-0.0456251447414142,-2.52938667611227
"two_step_LS",0.9,5000,2,445,-3.08428277504918,2.34930245564485,-0.809514380284739
"mRock",0.9,5000,2,445,0.391180381826576,-0.2155700237621,-2.04288310570367
"two_step_Neyman",0.9,5000,2,446,-6.35280260921917,3.79136100385555,2.46926151817442
"two_step_LS",0.9,5000,2,446,0.637874845826263,-1.40179009338233,0.646422545617
"mRock",0.9,5000,2,446,-0.139454196069861,0.230444610889751,-0.351494794214105
"two_step_Neyman",0.9,5000,2,448,-13.3452335964788,8.06333659865475,8.85536056246767
"two_step_LS",0.9,5000,2,448,-3.04700502223982,1.28497954343591,5.51333965656836
"mRock",0.9,5000,2,448,-0.722958318215397,0.804145396118412,3.35871461693004
"two_step_Neyman",0.9,5000,2,449,4.5829161374001,-3.83492065675094,-3.02985310063922
"two_step_LS",0.9,5000,2,449,4.81757770308115,-3.19313191645935,-3.86613538627009
"mRock",0.9,5000,2,449,0.646062561080155,-0.545640603516356,-2.71550688115386
"two_step_Neyman",0.9,5000,2,45,-4.41337671893187,6.67402077517086,1.19070055786437
"two_step_LS",0.9,5000,2,45,-3.38001825835177,3.52916067802685,3.30753505068236
"mRock",0.9,5000,2,45,-0.835925526490489,1.16958234139437,2.50394553517715
"two_step_Neyman",0.9,5000,2,450,0.953203977011032,1.70966691588199,-4.80566737532079
"two_step_LS",0.9,5000,2,450,-0.159172355479756,1.88862974774719,-3.8708590961414
"mRock",0.9,5000,2,450,-0.37767600792877,0.362320872273086,-2.48638482917848
"two_step_Neyman",0.9,5000,2,451,4.24926777611326,-9.5101623816328,4.60677150515318
"two_step_LS",0.9,5000,2,451,8.86543761352269,-9.9318061455067,0.3977629426563
"mRock",0.9,5000,2,451,0.55533448426685,-0.700621764628196,-1.11151502127373
"two_step_Neyman",0.9,5000,2,452,-6.31210627898307,1.85399107761949,5.83359376008822
"two_step_LS",0.9,5000,2,452,-4.50814724365131,2.74903029247238,3.17884504656911
"mRock",0.9,5000,2,452,-0.555286259366893,0.34152706195348,1.28808618883518
"two_step_Neyman",0.9,5000,2,454,9.57789861649202,-5.44224343130931,-5.91334191254785
"two_step_LS",0.9,5000,2,454,3.81658634676529,-1.21330220399992,-4.40769183787863
"mRock",0.9,5000,2,454,0.660557881500351,-0.648731099225177,-2.08782541997573
"two_step_Neyman",0.9,5000,2,455,-0.764960729775941,3.5635131856606,-1.17029593658826
"two_step_LS",0.9,5000,2,455,-2.68901123454785,2.91945481904416,1.28425795601373
"mRock",0.9,5000,2,455,0.0592068795073448,0.0698191879328918,1.11392692449041
"two_step_Neyman",0.9,5000,2,456,1.986707781606,-4.00573201358304,4.91048775720473
"two_step_LS",0.9,5000,2,456,-0.540792922379254,0.253854534091507,3.08953610200577
"mRock",0.9,5000,2,456,0.254860121993898,-0.260987724073471,2.7096618175987
"two_step_Neyman",0.9,5000,2,457,5.56841440119894,-4.88663330642646,-2.11093357370125
"two_step_LS",0.9,5000,2,457,2.06673073723739,-2.24061755113998,-1.29847488501137
"mRock",0.9,5000,2,457,0.182247356262307,-0.212529007751777,-1.89543670574264
"two_step_Neyman",0.9,5000,2,459,0.299860025899163,-2.81834763083285,2.16866919057009
"two_step_LS",0.9,5000,2,459,-1.42416657948616,-0.834535661757996,1.94204720328446
"mRock",0.9,5000,2,459,0.376478455258665,-0.531582332761804,-0.442418156963484
"two_step_Neyman",0.9,5000,2,46,0.334099232392613,4.19232137957082,-4.33899808529392
"two_step_LS",0.9,5000,2,46,-0.528385321352325,2.25998836419097,-1.60389001963698
"mRock",0.9,5000,2,46,0.0344740774306347,0.463440376177667,-0.789062523648795
"two_step_Neyman",0.9,5000,2,460,6.46341719202712,-5.88184302900532,-3.92199223440512
"two_step_LS",0.9,5000,2,460,4.73189267651513,-3.65355730224628,-4.40452972438364
"mRock",0.9,5000,2,460,0.868345826920544,-0.647851338290502,-4.07211259907561
"two_step_Neyman",0.9,5000,2,462,2.19713661680047,-2.2324357584504,1.81370722198112
"two_step_LS",0.9,5000,2,462,-1.14577059824786,-0.528921138158907,3.47084698630175
"mRock",0.9,5000,2,462,0.309553342199792,-0.370375147402439,1.70478369812571
"two_step_Neyman",0.9,5000,2,463,-10.9185864042195,5.11609408539431,8.3058373965121
"two_step_LS",0.9,5000,2,463,-2.65188102117128,1.77239815737836,3.29543319551966
"mRock",0.9,5000,2,463,-0.348562632989692,0.134788095274177,2.2736466048914
"two_step_Neyman",0.9,5000,2,464,-4.1663912266385,3.78666270557395,3.24557954848478
"two_step_LS",0.9,5000,2,464,-2.35645665961525,1.05557001751897,4.19866712934714
"mRock",0.9,5000,2,464,-0.263893996253612,0.48931912706277,2.13395206759108
"two_step_Neyman",0.9,5000,2,465,-3.92542999636966,4.66597739191162,3.78098515368671
"two_step_LS",0.9,5000,2,465,-2.65625011519642,3.67517425483779,3.54132195438712
"mRock",0.9,5000,2,465,-0.0916970499998584,0.0607557674728625,4.16995207967355
"two_step_Neyman",0.9,5000,2,466,1.20795908167168,-1.77602550073521,-1.84551182811553
"two_step_LS",0.9,5000,2,466,3.14314214914092,-4.4810165336873,-1.0376290764749
"mRock",0.9,5000,2,466,0.514603685332984,-0.627107337706386,-2.75091616597024
"two_step_Neyman",0.9,5000,2,467,3.78888284341119,-2.98514490564358,-1.65193554297244
"two_step_LS",0.9,5000,2,467,4.9576935824456,-4.02141799529332,-1.80134509991689
"mRock",0.9,5000,2,467,0.645770688027879,-0.547430649345765,-1.30774975796139
"two_step_Neyman",0.9,5000,2,469,1.75789014006104,-0.21833739007217,-4.77102885352524
"two_step_LS",0.9,5000,2,469,0.800473125035717,-1.67952260464471,-2.38035421117206
"mRock",0.9,5000,2,469,-0.126993046463537,0.258570522552102,-3.7039338701762
"two_step_Neyman",0.9,5000,2,47,7.26547057293366,-4.59864555909976,-3.57054005926771
"two_step_LS",0.9,5000,2,47,6.30059515923907,-3.25141394643844,-3.91771745601764
"mRock",0.9,5000,2,47,0.435207011429588,-0.427493393332505,-1.33421653633415
"two_step_Neyman",0.9,5000,2,470,10.7373021715224,-6.3320439910581,-5.25550755983393
"two_step_LS",0.9,5000,2,470,4.92690024226974,-2.40181501662339,-3.33328804768934
"mRock",0.9,5000,2,470,1.08696429592876,-0.707502730670293,-1.59462282790555
"two_step_Neyman",0.9,5000,2,471,3.14904350090874,-6.08453406098136,5.8861101249603
"two_step_LS",0.9,5000,2,471,1.6598559865723,-1.96665316835397,3.11189772211215
"mRock",0.9,5000,2,471,0.842226136522774,-0.861430212681499,2.45952838473704
"two_step_Neyman",0.9,5000,2,472,4.01134383322951,-2.94669265301689,-3.36934272800197
"two_step_LS",0.9,5000,2,472,2.02255607810136,-2.36926615216181,-1.93901345512872
"mRock",0.9,5000,2,472,0.208592047297642,-0.219541045596107,-2.48259606324132
"two_step_Neyman",0.9,5000,2,48,5.11309229323438,-3.02873709877912,-5.08059976553891
"two_step_LS",0.9,5000,2,48,-0.466206767819257,-0.535433476085098,-2.00426646652714
"mRock",0.9,5000,2,48,0.543077958122445,-0.338971793968615,-3.42074773621367
"two_step_Neyman",0.9,5000,2,480,-4.24471104444952,2.92574877236528,0.559131839921136
"two_step_LS",0.9,5000,2,480,-2.37710567829347,0.394300758267006,1.21537580117695
"mRock",0.9,5000,2,480,-0.21932117756879,0.183167652395673,-1.1366925898415
"two_step_Neyman",0.9,5000,2,482,-0.114359153581452,1.19757713554276,-1.65940611263565
"two_step_LS",0.9,5000,2,482,-0.639506754036799,1.11976107256748,-1.02816503589773
"mRock",0.9,5000,2,482,-0.000295149765865865,0.0216239542123104,-0.900476181421183
"two_step_Neyman",0.9,5000,2,484,-2.75030924846514,2.86255788692299,-0.884476936448365
"two_step_LS",0.9,5000,2,484,-2.99586577197023,1.63506008382834,0.639986720145586
"mRock",0.9,5000,2,484,-0.20548475718092,0.359144602861831,-1.2671228079586
"two_step_Neyman",0.9,5000,2,487,0.0862633397600812,-2.09702881945116,1.52801064851735
"two_step_LS",0.9,5000,2,487,-2.76982723293726,-0.0461223774224968,2.30311795402579
"mRock",0.9,5000,2,487,-0.0870267052479008,-0.176786348128549,-0.564250825927175
"two_step_Neyman",0.9,5000,2,488,-2.29177025661598,0.911387852573715,-2.78437434778495
"two_step_LS",0.9,5000,2,488,-3.58785079307104,2.48820174406544,-3.07018246251239
"mRock",0.9,5000,2,488,-0.388231700088463,0.364105384719549,-4.29746933501519
"two_step_Neyman",0.9,5000,2,49,-3.78311780184268,0.897886551213095,2.19748438301508
"two_step_LS",0.9,5000,2,49,-1.48862494397119,0.584404454796654,0.254219530662922
"mRock",0.9,5000,2,49,-0.482963017960601,0.0357400184000078,-0.473814896592529
"two_step_Neyman",0.9,5000,2,490,2.97716378008701,-4.26234749146525,-0.516288175969521
"two_step_LS",0.9,5000,2,490,3.15987036758395,-3.0558529750485,-1.85445010894179
"mRock",0.9,5000,2,490,0.961068749938783,-0.796020134958945,-2.31725679252577
"two_step_Neyman",0.9,5000,2,493,-3.65393737444143,3.83377589141177,-4.14823738766862
"two_step_LS",0.9,5000,2,493,-4.4981174215724,1.88985775837598,-1.3088250780246
"mRock",0.9,5000,2,493,0.0112816152550828,0.230315292862052,-4.41962865984011
"two_step_Neyman",0.9,5000,2,495,-6.8942439697341,3.09076146406069,9.30467375316621
"two_step_LS",0.9,5000,2,495,0.0624680130075648,-1.20232857196981,6.75505367252279
"mRock",0.9,5000,2,495,-0.0660569851741721,0.0285190199321526,5.32998268703896
"two_step_Neyman",0.9,5000,2,496,1.48431619959117,0.632802656538335,-3.02637887461417
"two_step_LS",0.9,5000,2,496,0.23513373821423,0.80678200640059,-1.9375139109622
"mRock",0.9,5000,2,496,0.032690879070711,-0.0367727318110922,-1.22245119014757
"two_step_Neyman",0.9,5000,2,498,-2.44846321661713,0.864452490038072,-1.10230056018395
"two_step_LS",0.9,5000,2,498,-0.94708138754666,0.471620473965463,-2.18288552860747
"mRock",0.9,5000,2,498,-0.169144116888873,0.11573718094965,-3.08224563565658
"two_step_Neyman",0.9,5000,2,499,0.94214210344932,1.46588709310968,-2.13205949742974
"two_step_LS",0.9,5000,2,499,0.304890352438315,0.104632513277065,-0.13134254891628
"mRock",0.9,5000,2,499,0.33847790658502,-0.0796409575381491,-0.38528013210302
"two_step_Neyman",0.9,5000,2,5,3.16290311435905,-0.765766349598098,-2.40952798451239
"two_step_LS",0.9,5000,2,5,3.21729546451227,-0.610668249519183,-2.65270120581546
"mRock",0.9,5000,2,5,-0.198534956735762,0.123655537319277,-0.248097907346889
"two_step_Neyman",0.9,5000,2,54,4.90214534968313,-4.6089554870338,1.75641733190965
"two_step_LS",0.9,5000,2,54,1.84058261825075,-2.66856447267445,2.85909042968252
"mRock",0.9,5000,2,54,0.700046787517516,-0.500180239186893,1.4104103050186
"two_step_Neyman",0.9,5000,2,56,-6.10910074955969,5.21115175645745,-1.81535870155263
"two_step_LS",0.9,5000,2,56,-3.84981939279835,4.5080236823247,-3.36807031327035
"mRock",0.9,5000,2,56,-0.119918767630002,0.282880539360145,-3.28659117540708
"two_step_Neyman",0.9,5000,2,62,4.18211995544161,-1.05957108772384,-2.60698840011085
"two_step_LS",0.9,5000,2,62,1.94739764971813,-1.49500684369527,0.0732757817122689
"mRock",0.9,5000,2,62,0.129286935092352,0.0176403919745716,0.0604183173528838
"two_step_Neyman",0.9,5000,2,64,2.1746138984656,-0.786390284673736,-4.56067200399312
"two_step_LS",0.9,5000,2,64,0.242469476085806,0.526413879619566,-3.96811305218147
"mRock",0.9,5000,2,64,0.0112810520975284,0.0214806834139609,-3.53460589415027
"two_step_Neyman",0.9,5000,2,65,3.43777881959296,-0.989827500388499,-5.02552138015677
"two_step_LS",0.9,5000,2,65,1.37818711993324,0.276966073840937,-4.24333767601405
"mRock",0.9,5000,2,65,0.322150806192327,-0.156902234003266,-3.04850650850108
"two_step_Neyman",0.9,5000,2,67,-3.63084180510149,4.96511458935099,-3.40466591884515
"two_step_LS",0.9,5000,2,67,-3.08990619672014,1.44702304419746,-0.407979148489062
"mRock",0.9,5000,2,67,-0.507234808766571,0.573098314836193,-2.61322316715093
"two_step_Neyman",0.9,5000,2,69,-1.27165322455047,4.76415925765521,-3.35012230731276
"two_step_LS",0.9,5000,2,69,-1.87144555133449,5.04599055690107,-3.04753611356513
"mRock",0.9,5000,2,69,-0.3926881232492,0.314350437101272,-0.334858416204057
"two_step_Neyman",0.9,5000,2,7,1.63886259618219,-2.49317016661143,-0.925273877762137
"two_step_LS",0.9,5000,2,7,2.68984991000754,-1.91712899228263,-2.52053052236087
"mRock",0.9,5000,2,7,0.230481815076249,-0.183962733082172,-2.13449151786432
"two_step_Neyman",0.9,5000,2,70,-5.43675433737263,1.08383679376117,7.65145528976161
"two_step_LS",0.9,5000,2,70,-6.64207429187218,2.66438507343395,7.25833742894571
"mRock",0.9,5000,2,70,-0.416786681874478,0.0542003346201034,3.08652335376165
"two_step_Neyman",0.9,5000,2,71,-9.69863357964574,7.23483065018021,4.46010896588292
"two_step_LS",0.9,5000,2,71,-8.07482973693,6.77495931277172,3.318786668131
"mRock",0.9,5000,2,71,-0.546585502016933,0.379147174767854,1.52339862976132
"two_step_Neyman",0.9,5000,2,74,-1.41029895230228,3.98719608345252,-3.22880695364029
"two_step_LS",0.9,5000,2,74,-2.73842155524885,3.06553045314433,-0.933271094544793
"mRock",0.9,5000,2,74,-0.184884215730763,0.211949569484269,-1.20953719628885
"two_step_Neyman",0.9,5000,2,75,0.571984789331357,-3.10023148879683,3.79153411827218
"two_step_LS",0.9,5000,2,75,0.115093229737797,-1.19855633353851,2.31543716417961
"mRock",0.9,5000,2,75,-0.250896566148102,-0.141720807445986,1.42882269613291
"two_step_Neyman",0.9,5000,2,76,-6.66977748185204,4.61288625830001,5.07872997986448
"two_step_LS",0.9,5000,2,76,-5.56475376879667,4.45538097530344,4.06616535619318
"mRock",0.9,5000,2,76,-0.823159225262523,0.604396580590459,2.6829619463047
"two_step_Neyman",0.9,5000,2,78,7.5148917042922,-3.45099971849196,-1.66452731711611
"two_step_LS",0.9,5000,2,78,7.66944027713919,-5.94589202307296,0.667956273736934
"mRock",0.9,5000,2,78,0.448624422696969,-0.200044183070264,1.5143836378403
"two_step_Neyman",0.9,5000,2,79,-8.95221166267851,6.18360076408858,-0.140605126695661
"two_step_LS",0.9,5000,2,79,-4.55563919749002,4.18253332358096,-2.50809130721653
"mRock",0.9,5000,2,79,-0.676299659335583,0.735393667995749,-3.32253796574123
"two_step_Neyman",0.9,5000,2,81,-3.13497118546155,3.79788643459814,-1.65420447563466
"two_step_LS",0.9,5000,2,81,0.819167182725177,1.16056002152803,-2.9910979022149
"mRock",0.9,5000,2,81,-0.496202942833825,0.663273197700875,-1.39122449071461
"two_step_Neyman",0.9,5000,2,83,4.8813157463257,-3.9913272266295,0.699104824551895
"two_step_LS",0.9,5000,2,83,7.50000869908337,-4.32721440540307,-1.60771543389751
"mRock",0.9,5000,2,83,0.224054882907781,-0.294962535767464,1.09421702827031
"two_step_Neyman",0.9,5000,2,84,0.00100201232130459,-2.94286415871915,6.39886116543929
"two_step_LS",0.9,5000,2,84,-1.6090375180649,1.28203749711917,3.76737847257996
"mRock",0.9,5000,2,84,-0.190076875101012,-0.131992656386333,3.48043929784465
"two_step_Neyman",0.9,5000,2,86,-3.49434244445967,-1.0972691479454,5.13518145296294
"two_step_LS",0.9,5000,2,86,0.476570508486641,-1.76702205140248,1.84464878748862
"mRock",0.9,5000,2,86,-0.395202803147674,-0.00783180891258661,0.658473528262277
"two_step_Neyman",0.9,5000,2,88,2.36366275967948,0.0118351839967539,-7.58099705324773
