"Method","tau","n","p","seed","beta0","beta1","beta2"
"two_step_Neyman",0.9,2000,2,301,-4.51908416166573,5.82934886786379,0.00911749023525488
"two_step_LS",0.9,2000,2,301,-3.14659406151624,5.03851104562176,-0.586179741797707
"mRock",0.9,2000,2,301,-0.543690729308425,0.58991129665943,0.384136210734169
"two_step_Neyman",0.9,2000,2,302,3.24305742216092,-1.86365643384447,-5.32996308812716
"two_step_LS",0.9,2000,2,302,2.16986984669798,-1.07780317140778,-5.00318342158432
"mRock",0.9,2000,2,302,0.0225223436763127,-0.0904948553260652,-4.81061653892898
"two_step_Neyman",0.9,2000,2,303,4.1506039969927,0.982231022130295,-11.5450027799234
"two_step_LS",0.9,2000,2,303,6.76752245384742,-2.23211380580176,-10.9495768824054
"mRock",0.9,2000,2,303,0.379905952169073,-0.0597532111981329,-7.22417412667723
"two_step_Neyman",0.9,2000,2,304,3.1683160750444,-2.0168963630817,-4.90635542507597
"two_step_LS",0.9,2000,2,304,-1.25994416436293,1.01571729999225,-3.35845121329287
"mRock",0.9,2000,2,304,-0.0698445181085319,-0.344840377833469,-4.15755144881986
"two_step_Neyman",0.9,2000,2,305,1.62410666417399,1.2006650209413,-3.56268707911165
"two_step_LS",0.9,2000,2,305,0.111782630042384,0.326553724000805,-1.30757744383038
"mRock",0.9,2000,2,305,-0.654562186347357,0.410554733755952,-1.13254362901296
"two_step_Neyman",0.9,2000,2,306,7.78277705463033,0.320514302188183,-12.1005523374718
"two_step_LS",0.9,2000,2,306,5.27198914630414,2.08690367458307,-11.494887475926
"mRock",0.9,2000,2,306,-0.189633668886133,-0.15585247758616,-5.47446913176496
"two_step_Neyman",0.9,2000,2,307,9.135383259758,-6.20106598207345,-9.14137565968174
"two_step_LS",0.9,2000,2,307,1.53922030109647,-0.847472793999075,-6.83354427951775
"mRock",0.9,2000,2,307,0.74694104878222,-0.884713282700891,-6.59149214632147
"two_step_Neyman",0.9,2000,2,308,-6.70659459028769,10.7636040003686,-8.46264031825875
"two_step_LS",0.9,2000,2,308,-0.776694325325414,3.43517121921728,-6.89842694081683
"mRock",0.9,2000,2,308,-0.613400288872144,1.20596739477842,-5.35202630953371
"two_step_Neyman",0.9,2000,2,309,-1.19288593027965,-2.12099623869667,-2.72089689303991
"two_step_LS",0.9,2000,2,309,-1.55076904107067,-1.69777118106312,-2.84757608005864
"mRock",0.9,2000,2,309,-0.00640032420414727,-0.25409045775439,-6.52363850015716
"two_step_Neyman",0.9,2000,2,31,-7.37811908327411,5.1786179288768,4.31523001684914
"two_step_LS",0.9,2000,2,31,-1.84405466739504,2.91799871849138,1.07230853631989
"mRock",0.9,2000,2,31,-0.505334921564532,0.305059764983503,1.55642890175766
"two_step_Neyman",0.9,2000,2,310,-9.14456524606059,9.45859707846888,1.2063394460595
"two_step_LS",0.9,2000,2,310,-4.93660519512074,7.48170136902337,-0.99938033836969
"mRock",0.9,2000,2,310,-1.27617396065079,1.53334515077685,-0.354851468960931
"two_step_Neyman",0.9,2000,2,311,-4.41790001667387,0.986638609605257,5.32268046707173
"two_step_LS",0.9,2000,2,311,-2.44828531671064,0.248351377862719,4.07419743404276
"mRock",0.9,2000,2,311,-0.763765562150036,0.511430290072546,1.18008187985851
"two_step_Neyman",0.9,2000,2,312,0.302280301969377,-0.335983213210693,3.24295522596941
"two_step_LS",0.9,2000,2,312,-11.7258520345427,8.0146507054716,6.73986416124001
"mRock",0.9,2000,2,312,-0.581375358880761,0.826387331898965,1.49601537858118
"two_step_Neyman",0.9,2000,2,313,-3.52500056329756,3.35135499285985,0.0183044347917445
"two_step_LS",0.9,2000,2,313,0.0241370296204391,0.761440787605081,-0.871648387576712
"mRock",0.9,2000,2,313,0.0875625266126772,0.213559211587985,-1.062878269946
"two_step_Neyman",0.9,2000,2,314,6.00156977422394,-1.53529141810997,-10.2680600112346
"two_step_LS",0.9,2000,2,314,4.34611342103821,-0.23501689979494,-9.89287268258374
"mRock",0.9,2000,2,314,0.354554866748741,-0.247881309974866,-6.54034351148611
"two_step_Neyman",0.9,2000,2,315,-0.561081932024264,-2.73168291143195,1.2782134874361
"two_step_LS",0.9,2000,2,315,-2.87254652012494,-0.10744133938218,1.07812604762678
"mRock",0.9,2000,2,315,-0.382475452307689,-0.101801276918957,-2.33337273840498
"two_step_Neyman",0.9,2000,2,316,12.7448007117325,-9.18084147475086,-4.83273451501225
"two_step_LS",0.9,2000,2,316,7.40050033949262,-4.17833645722483,-4.63225215155441
"mRock",0.9,2000,2,316,1.96828524665753,-1.15216330742404,-3.21781108097602
"two_step_Neyman",0.9,2000,2,317,7.31461496426227,-4.96394988651686,-6.25775526005424
"two_step_LS",0.9,2000,2,317,-0.129604603818826,-0.743620131940626,-3.13687573731185
"mRock",0.9,2000,2,317,0.151392532370771,-0.376662547216871,-4.54711136612298
"two_step_Neyman",0.9,2000,2,318,-1.44183546509164,1.16330719421825,-0.265777239866139
"two_step_LS",0.9,2000,2,318,-0.055777786463711,1.77384836566401,-2.31147088450896
"mRock",0.9,2000,2,318,0.0820843508282358,0.111501636265522,-1.43043770210269
"two_step_Neyman",0.9,2000,2,319,5.85237053883249,-2.49912362611659,1.13084543963315
"two_step_LS",0.9,2000,2,319,0.874241286606784,1.06795023295654,2.55592309308742
"mRock",0.9,2000,2,319,0.255736841209981,0.0196238218814972,2.50885072887269
"two_step_Neyman",0.9,2000,2,32,7.00035342407351,-6.84842415024818,-5.10153653905478
"two_step_LS",0.9,2000,2,32,3.03401473852018,-4.50659361985377,-3.44121498634108
"mRock",0.9,2000,2,32,0.68065295655745,-0.714341153053647,-5.75088693284941
"two_step_Neyman",0.9,2000,2,320,-7.89467441130162,2.0488611554565,9.13747502203472
"two_step_LS",0.9,2000,2,320,-2.51384586544712,0.830209698231499,4.98940636664767
"mRock",0.9,2000,2,320,0.0661067277697764,-0.153347921870755,1.47260475250297
"two_step_Neyman",0.9,2000,2,321,5.94865675737746,-5.04052997479713,-4.29131599006344
"two_step_LS",0.9,2000,2,321,5.08846145883394,-4.04102731403024,-4.34401833189834
"mRock",0.9,2000,2,321,0.655110893492063,-0.555215467448528,-3.90664468519974
"two_step_Neyman",0.9,2000,2,322,-3.29687945779453,3.43209249614517,-3.62745568737326
"two_step_LS",0.9,2000,2,322,-0.255410104102682,1.70268507492268,-4.99884659341288
"mRock",0.9,2000,2,322,-0.599555362219592,0.667195367126296,-4.12766199122733
"two_step_Neyman",0.9,2000,2,323,4.40843064978607,-2.95272086981605,-8.76443500110312
"two_step_LS",0.9,2000,2,323,2.48674208682691,-0.494602462355668,-9.41477436756935
"mRock",0.9,2000,2,323,0.436264774831938,-0.607696932323663,-8.73118838449714
"two_step_Neyman",0.9,2000,2,324,7.49098540453899,-8.15614401750267,0.0171956881246444
"two_step_LS",0.9,2000,2,324,-6.30658244146625,1.08717216901479,4.58280594169045
"mRock",0.9,2000,2,324,0.207542722546583,-0.496967325008046,-0.978622174083171
"two_step_Neyman",0.9,2000,2,325,-4.33109340659029,4.21953949219906,-1.56374704686509
"two_step_LS",0.9,2000,2,325,1.17863388592967,-2.31157268969861,-0.456030703688114
"mRock",0.9,2000,2,325,-0.433813273244342,0.272804488718001,-1.65083745036986
"two_step_Neyman",0.9,2000,2,326,-1.82228716276064,1.14478630670591,2.22909911377715
"two_step_LS",0.9,2000,2,326,-3.91156620840355,3.06789138347989,2.32093773256476
"mRock",0.9,2000,2,326,-0.73338114694471,0.528554508128613,0.773761790373484
"two_step_Neyman",0.9,2000,2,327,-1.60050996246041,0.306159817988167,-1.88109421012184
"two_step_LS",0.9,2000,2,327,-2.12928077777883,2.19902995671764,-3.25280736597952
"mRock",0.9,2000,2,327,0.621036965024343,-0.449149121933766,-4.22199860414889
"two_step_Neyman",0.9,2000,2,328,7.39238701022389,-1.36352943616416,-5.88514172695261
"two_step_LS",0.9,2000,2,328,2.39619235523244,0.189396635650359,-2.46438475241354
"mRock",0.9,2000,2,328,0.910745073208075,-0.275611719988377,-1.34029268066536
"two_step_Neyman",0.9,2000,2,329,2.63285078305802,-2.80946529341802,-2.00085657525989
"two_step_LS",0.9,2000,2,329,0.830032838317991,0.0418740368007349,-2.89427209894295
"mRock",0.9,2000,2,329,0.0750876625900201,-0.147434137927454,-2.90841914222371
"two_step_Neyman",0.9,2000,2,33,-14.7362547177219,11.4979965040725,4.5369145024932
"two_step_LS",0.9,2000,2,33,-10.2037633601735,10.3145103967213,1.02848239403727
"mRock",0.9,2000,2,33,-0.476284461483283,0.49860435838832,0.240431254892869
"two_step_Neyman",0.9,2000,2,330,-0.198303927804307,0.21694332222377,-4.5480669070449
"two_step_LS",0.9,2000,2,330,2.36036225514772,-0.823755205718542,-5.99400739610809
"mRock",0.9,2000,2,330,0.32772503913595,-0.198797859225223,-5.09189748680534
"two_step_Neyman",0.9,2000,2,331,-3.36911890808309,1.98026690617821,-0.158145446967694
"two_step_LS",0.9,2000,2,331,-7.79798711089211,3.15450110883612,3.11699129785899
"mRock",0.9,2000,2,331,-1.01301763550006,0.666488862193381,-2.04334833734057
"two_step_Neyman",0.9,2000,2,332,5.58024703405814,-6.92690354577297,-3.6223925211781
"two_step_LS",0.9,2000,2,332,4.30366377109823,-6.7231584334858,-2.65570455010381
"mRock",0.9,2000,2,332,0.726406448886625,-0.791594182121681,-5.86584373309735
"two_step_Neyman",0.9,2000,2,333,-4.9765060350405,6.24010205036137,0.0924625012578417
"two_step_LS",0.9,2000,2,333,-4.91539131244728,4.25164879462029,1.99793066649137
"mRock",0.9,2000,2,333,-0.224046603725182,0.153019330341694,1.11445863380601
"two_step_Neyman",0.9,2000,2,334,-12.5649758049726,8.78271512769879,8.77054825862133
"two_step_LS",0.9,2000,2,334,-2.28574930468327,1.70394257818659,5.48062356936224
"mRock",0.9,2000,2,334,-0.0464146201885303,-0.15764613357228,4.1217375947904
"two_step_Neyman",0.9,2000,2,335,-8.80077312099778,4.65325369129645,5.08784334013147
"two_step_LS",0.9,2000,2,335,0.1568145517145,-2.38113775030934,2.94837432727137
"mRock",0.9,2000,2,335,-0.449207961990426,0.261356161902475,0.83409809383501
"two_step_Neyman",0.9,2000,2,336,0.346416414229161,-5.24608046885007,5.29156000241244
"two_step_LS",0.9,2000,2,336,1.90213612559706,-6.57868855437942,5.02660742458815
"mRock",0.9,2000,2,336,-0.0734387758633108,-0.242475046089191,-0.198529560645582
"two_step_Neyman",0.9,2000,2,337,-2.72711175774413,5.26645127221798,-2.39175320709012
"two_step_LS",0.9,2000,2,337,3.60141235717457,-0.87364060771084,-2.6006933965316
"mRock",0.9,2000,2,337,-0.438613558170006,0.320511548086336,-1.49791242285326
"two_step_Neyman",0.9,2000,2,338,-8.49441311132129,7.65467096189207,-5.24695040277723
"two_step_LS",0.9,2000,2,338,-4.44913433744286,3.91457419137064,-5.46016423416351
"mRock",0.9,2000,2,338,-0.890233471814499,1.27334133440659,-7.09627680208867
"two_step_Neyman",0.9,2000,2,339,-5.24531470358265,7.29445643795738,-5.66664925623358
"two_step_LS",0.9,2000,2,339,-1.48683102421717,4.06926044996068,-6.25850039194992
"mRock",0.9,2000,2,339,-0.486291179470055,1.27318650535651,-5.52272818352388
"two_step_Neyman",0.9,2000,2,34,2.01494019280319,-2.95963101452319,2.25604803073128
"two_step_LS",0.9,2000,2,34,-5.2985906817778,3.02500676411725,3.36688694922309
"mRock",0.9,2000,2,34,0.0843824451876367,0.0815123287922819,0.552204022219271
"two_step_Neyman",0.9,2000,2,340,-3.22130752788585,1.41171016602465,1.18081608622875
"two_step_LS",0.9,2000,2,340,-2.12632340967304,2.62352623364845,-1.14549583160937
"mRock",0.9,2000,2,340,-0.16676653965837,0.269920249385761,-1.65959352969523
"two_step_Neyman",0.9,2000,2,341,-4.72444301941694,0.218937304730496,4.40635409771328
"two_step_LS",0.9,2000,2,341,1.55797073684355,-2.97995202228775,1.373191605093
"mRock",0.9,2000,2,341,-0.737761921088251,0.371879365990657,-0.513752004176865
"two_step_Neyman",0.9,2000,2,342,-13.6538207595896,6.52281543927945,8.90770582422317
"two_step_LS",0.9,2000,2,342,-3.30638465356193,-2.7803889327055,7.80885817134411
"mRock",0.9,2000,2,342,-0.411465180082585,0.124822100574571,0.931231157423895
"two_step_Neyman",0.9,2000,2,343,2.44635398791274,1.92059857472035,1.96099835830516
"two_step_LS",0.9,2000,2,343,-0.937937654664505,3.48515112221485,3.83693416179517
"mRock",0.9,2000,2,343,0.331344055188901,-0.0804782397047417,4.5579477236535
"two_step_Neyman",0.9,2000,2,344,0.621757579456943,-5.14075752359354,11.9367056116235
"two_step_LS",0.9,2000,2,344,0.429835811630271,-3.76250076851211,10.8728601100345
"mRock",0.9,2000,2,344,-0.538250673519498,-0.0151857464912522,7.07473305493288
"two_step_Neyman",0.9,2000,2,345,1.08017422596284,-0.562640093823386,-3.8260333337108
"two_step_LS",0.9,2000,2,345,2.20187976116213,-2.10592444146506,-3.40817846147083
"mRock",0.9,2000,2,345,0.247854005565843,0.097929545845417,-3.78768620733494
"two_step_Neyman",0.9,2000,2,346,-3.74948201434197,2.73491103780163,-3.43749125847303
"two_step_LS",0.9,2000,2,346,-6.11301437586166,4.36388211756254,-2.72513238728934
"mRock",0.9,2000,2,346,-0.29088258116762,0.319786656715532,-5.64697858088661
"two_step_Neyman",0.9,2000,2,347,-11.8798548186932,8.24230467056047,8.77167207088522
"two_step_LS",0.9,2000,2,347,-3.9264101122659,3.3461024080587,5.85934563595818
"mRock",0.9,2000,2,347,-0.382210812053212,0.260407137461814,4.53758398094106
"two_step_Neyman",0.9,2000,2,348,5.82151944995749,-1.14359796135679,-2.56855827067139
"two_step_LS",0.9,2000,2,348,6.30904257063757,-3.66540999972192,-0.353201115191766
"mRock",0.9,2000,2,348,0.262137249188791,-0.175874426074712,0.912775487834665
"two_step_Neyman",0.9,2000,2,349,-1.12512622608803,2.02470283059127,1.05669791487922
"two_step_LS",0.9,2000,2,349,3.31861736122136,-4.69959820707153,2.92393241911553
"mRock",0.9,2000,2,349,-0.54923369807196,0.619903030028813,0.825245090780314
"two_step_Neyman",0.9,2000,2,35,-3.74071703264455,1.93895611063685,2.65807298266455
"two_step_LS",0.9,2000,2,35,-6.83425315832744,4.76373598106116,2.77940398372843
"mRock",0.9,2000,2,35,0.0621894389097672,0.0448411960162844,0.267219963701862
"two_step_Neyman",0.9,2000,2,350,-5.8861258262327,6.23320574630788,-3.96056398483577
"two_step_LS",0.9,2000,2,350,-1.99959741555234,2.5876541604458,-4.1143510490141
"mRock",0.9,2000,2,350,-0.482753439229562,0.524289671422505,-3.93243035842643
"two_step_Neyman",0.9,2000,2,351,-0.493759155560692,-1.06462317756322,-1.78133898834987
"two_step_LS",0.9,2000,2,351,-1.80930984754212,1.12901170374041,-2.72215400786368
"mRock",0.9,2000,2,351,1.21306759172275,-0.888956870880115,-4.30912429430785
"two_step_Neyman",0.9,2000,2,352,-9.6242652697256,6.38289731866166,7.2860453248303
"two_step_LS",0.9,2000,2,352,-2.59424298401149,2.25260671755202,4.1578284599627
"mRock",0.9,2000,2,352,-0.660348960956528,0.673824619126128,3.3042596067263
"two_step_Neyman",0.9,2000,2,353,-3.21844500152646,0.32241754090733,4.11046001689027
"two_step_LS",0.9,2000,2,353,-3.66936440506324,2.38804067580617,2.54475162056045
"mRock",0.9,2000,2,353,-0.243979755909733,-0.156961367395794,0.842891072503065
"two_step_Neyman",0.9,2000,2,354,0.681824547253843,1.69888426356725,3.91616630799419
"two_step_LS",0.9,2000,2,354,4.2294983863601,-1.87731963276791,4.0655692945674
"mRock",0.9,2000,2,354,-0.318495006043747,0.225225019683661,5.3155060290302
"two_step_Neyman",0.9,2000,2,355,6.83257836272694,-5.2165463888075,-5.826329292531
"two_step_LS",0.9,2000,2,355,3.04317516348373,-3.85225053612093,-3.30460638376498
"mRock",0.9,2000,2,355,1.46559119741639,-1.17175171423895,-5.16361231930908
"two_step_Neyman",0.9,2000,2,356,-1.04600377570694,1.2935862982953,-3.91534412773106
"two_step_LS",0.9,2000,2,356,-0.382097054920729,0.335516779050698,-3.67358944865855
"mRock",0.9,2000,2,356,0.322533685195621,-0.0725519976437794,-5.21409145842885
"two_step_Neyman",0.9,2000,2,357,5.47203518446471,-4.08497067168076,-4.86941915890023
"two_step_LS",0.9,2000,2,357,5.31227846528115,-3.12267693099289,-5.53253179397186
"mRock",0.9,2000,2,357,0.977181467563353,-0.772040884653231,-5.20569231792749
"two_step_Neyman",0.9,2000,2,358,-6.2357630905104,10.4003865156779,-3.41142989341638
"two_step_LS",0.9,2000,2,358,-8.36332844907596,9.18373711881979,0.152009560680952
"mRock",0.9,2000,2,358,-0.434763832707121,0.968284270953424,-1.18031824847644
"two_step_Neyman",0.9,2000,2,359,5.60018003301078,-6.38006695832748,1.43527161653144
"two_step_LS",0.9,2000,2,359,3.97695452181608,-4.99313406365082,1.69717566157865
"mRock",0.9,2000,2,359,0.466949017240264,-0.450739084711067,-0.8122017250667
"two_step_Neyman",0.9,2000,2,36,0.884495000004369,-1.43127244527257,-0.665277545787887
"two_step_LS",0.9,2000,2,36,-0.466681737328439,1.02806423721402,-1.91261303738021
"mRock",0.9,2000,2,36,0.0831706555062777,-0.18319452444012,-2.0669037313363
"two_step_Neyman",0.9,2000,2,360,10.295001257574,-10.9260632141031,7.05994444819591
"two_step_LS",0.9,2000,2,360,-1.47108318237912,-3.34107891006659,11.1879704097931
"mRock",0.9,2000,2,360,2.44919998608006,-1.80170220949288,4.74848256988459
"two_step_Neyman",0.9,2000,2,361,1.34495791715447,1.67108490794383,4.09397800733566
"two_step_LS",0.9,2000,2,361,2.7631510485347,-0.501916376918921,4.87269623285785
"mRock",0.9,2000,2,361,0.405272410238183,-0.512441844020759,6.62520965910279
"two_step_Neyman",0.9,2000,2,362,3.84773698798326,-1.31469883076106,-3.8982431913943
"two_step_LS",0.9,2000,2,362,-0.0261195272430195,-0.955810350855257,-0.316169602643598
"mRock",0.9,2000,2,362,0.19193490920375,-0.357145497534981,-2.07581986510617
"two_step_Neyman",0.9,2000,2,363,1.53704582469458,2.53729963198647,-3.35258314635138
"two_step_LS",0.9,2000,2,363,-0.704753807454396,0.464235982750591,0.95329582240808
"mRock",0.9,2000,2,363,-0.376467749329142,0.305065579473178,-0.319879719003538
"two_step_Neyman",0.9,2000,2,364,1.40589861028834,3.18465868950582,-3.61706418900971
"two_step_LS",0.9,2000,2,364,-0.241352620938748,0.40537659672728,0.776629618672118
"mRock",0.9,2000,2,364,-0.0318360310875354,0.506314118009012,-0.56454939638401
"two_step_Neyman",0.9,2000,2,365,4.27599258019943,-1.71184452182753,-5.7082898545732
"two_step_LS",0.9,2000,2,365,0.923235619538755,0.993110912860301,-5.06583261436397
"mRock",0.9,2000,2,365,0.289938035094988,-0.0147802037906994,-4.10509131760921
"two_step_Neyman",0.9,2000,2,366,2.31721776755165,1.80513151274273,-7.82166890490853
"two_step_LS",0.9,2000,2,366,0.301900111106572,0.149454592095872,-3.95202469214252
"mRock",0.9,2000,2,366,0.129636310276537,-0.0574589164109041,-4.83274343477161
"two_step_Neyman",0.9,2000,2,367,-1.68931488101935,0.645386067311085,4.83377980425384
"two_step_LS",0.9,2000,2,367,-0.423735674829905,-0.626114318986434,4.79609040795555
"mRock",0.9,2000,2,367,0.332902733136647,-0.118303477179646,3.3226031793229
"two_step_Neyman",0.9,2000,2,368,3.69216220363661,-7.8870621315259,3.85854984262743
"two_step_LS",0.9,2000,2,368,-0.191437553253856,-0.352008127487689,0.273244153421629
"mRock",0.9,2000,2,368,0.982565592552465,-0.963742056542512,-0.656663668038206
"two_step_Neyman",0.9,2000,2,369,-3.10378159433504,2.88653532807171,1.03479398590541
"two_step_LS",0.9,2000,2,369,1.60340736753625,1.80796044710744,-2.62796287390508
"mRock",0.9,2000,2,369,-0.564983419310882,0.355636873904033,0.32736591421039
"two_step_Neyman",0.9,2000,2,37,-9.63717012682018,3.8046501756579,8.93873946863044
"two_step_LS",0.9,2000,2,37,-10.7984345682197,5.82350605147619,8.04805666090739
"mRock",0.9,2000,2,37,-0.616839698241765,0.445497094695327,2.37419926860929
"two_step_Neyman",0.9,2000,2,370,-2.39780507373288,-3.55957408580956,6.00001706507707
"two_step_LS",0.9,2000,2,370,1.40690867846861,-3.6842547181688,2.14863373879847
"mRock",0.9,2000,2,370,-0.0473231966936414,0.0717218158618977,-1.25229542603078
"two_step_Neyman",0.9,2000,2,371,-5.12510522282146,3.58884265148019,0.886670544649164
"two_step_LS",0.9,2000,2,371,-2.40994675035821,-0.140820687960189,1.91724305157726
"mRock",0.9,2000,2,371,-0.469394073056496,0.0753631283952036,-0.638400939997211
"two_step_Neyman",0.9,2000,2,372,-2.90825781441846,-1.56005043779103,12.8825033082324
"two_step_LS",0.9,2000,2,372,0.61821916278589,-1.5837708973593,9.35646196104793
"mRock",0.9,2000,2,372,0.369828625922869,-0.352468901895227,7.63568234324752
"two_step_Neyman",0.9,2000,2,373,2.48472262695663,-0.384048826043314,-8.81310543229118
"two_step_LS",0.9,2000,2,373,1.34234248004287,1.45556867573639,-9.48323208044745
"mRock",0.9,2000,2,373,-0.319547872197122,0.334999530752546,-7.37830109985453
"two_step_Neyman",0.9,2000,2,374,1.1249387260178,1.0162095793049,0.98538920217014
"two_step_LS",0.9,2000,2,374,-2.03495599601532,3.75729390278849,1.32749220191174
"mRock",0.9,2000,2,374,0.326821444726802,-0.0042313244358021,2.20078274882469
"two_step_Neyman",0.9,2000,2,375,0.180705281712036,0.113463277636359,3.50456913355816
"two_step_LS",0.9,2000,2,375,-6.09543307561812,3.38101630594165,6.45798589512742
"mRock",0.9,2000,2,375,0.271550443766044,-0.611832712827913,3.0416565343719
"two_step_Neyman",0.9,2000,2,376,-5.6981468734633,5.05176182361849,1.05062444505997
"two_step_LS",0.9,2000,2,376,0.0866998694070995,1.86716515037946,-1.5886156716158
"mRock",0.9,2000,2,376,0.0414233102557766,-0.301264284560987,-0.849792681581647
"two_step_Neyman",0.9,2000,2,377,3.68858411184936,-3.63520273803443,-1.98941270242941
"two_step_LS",0.9,2000,2,377,3.78726811358735,-4.13109574337691,-1.45826856261576
"mRock",0.9,2000,2,377,-0.0897101373472129,-0.0467125565336182,-2.90964133735412
"two_step_Neyman",0.9,2000,2,378,4.65589668106721,-6.27425428338316,2.04113184444141
"two_step_LS",0.9,2000,2,378,-4.18173323376693,-0.339443669978883,4.91511070961307
"mRock",0.9,2000,2,378,0.476043589539694,-0.413538681878101,-1.1832656350708
"two_step_Neyman",0.9,2000,2,379,-12.2331314508002,3.37333425164607,14.5968313305478
"two_step_LS",0.9,2000,2,379,-9.5785705709089,4.72245087000821,10.683732666145
"mRock",0.9,2000,2,379,-0.191873137448799,-0.116389879705044,4.13190058482597
"two_step_Neyman",0.9,2000,2,38,-7.19664208915986,7.60004739373919,-2.41702448655693
"two_step_LS",0.9,2000,2,38,-1.74358118613748,3.22433065797929,-3.52727874161438
"mRock",0.9,2000,2,38,-0.7018114529132,0.930266266996954,-2.63617646842395
"two_step_Neyman",0.9,2000,2,380,2.48385949775761,-1.44878933578319,-5.31909027693636
"two_step_LS",0.9,2000,2,380,0.45174282567794,1.1624206639019,-5.76471707880258
"mRock",0.9,2000,2,380,0.13576631629101,-0.0226532988039465,-5.10698261270207
"two_step_Neyman",0.9,2000,2,381,4.26537940180974,-4.02988001872083,1.34073186440655
"two_step_LS",0.9,2000,2,381,2.69048188943083,-1.56917374342239,0.26598891264382
"mRock",0.9,2000,2,381,-0.309060488326112,0.25990784424298,-0.267091784373235
"two_step_Neyman",0.9,2000,2,382,-1.89444804492204,-1.69604371559802,0.279510463184735
"two_step_LS",0.9,2000,2,382,-2.27524118039504,-0.287562332751147,-0.709623976507231
"mRock",0.9,2000,2,382,-0.159370185811566,0.203981452244444,-4.59802233254388
"two_step_Neyman",0.9,2000,2,383,-9.69288761557168,7.80643862394592,1.17365655944324
"two_step_LS",0.9,2000,2,383,-1.1980431437013,0.891742370879315,-0.169606688979016
"mRock",0.9,2000,2,383,-0.267150787532781,0.223694958572924,-1.15146016135944
"two_step_Neyman",0.9,2000,2,384,4.35222852250678,2.53853132531117,-9.7358598420652
"two_step_LS",0.9,2000,2,384,3.96051490552994,1.6555709527069,-8.60419774437491
"mRock",0.9,2000,2,384,-0.276922564935526,1.02726318898617,-5.66739674615643
"two_step_Neyman",0.9,2000,2,385,-2.28797014626456,-4.42815713539287,10.376192385873
"two_step_LS",0.9,2000,2,385,-2.39947814104096,-1.11811118470398,7.20098522017861
"mRock",0.9,2000,2,385,0.342476619834446,-0.551524768610747,2.93189297169671
"two_step_Neyman",0.9,2000,2,386,7.72223488773496,-9.13744644291666,3.86732591838265
"two_step_LS",0.9,2000,2,386,3.97197106982215,-1.44414101566861,-0.102793465685849
"mRock",0.9,2000,2,386,0.787526243898695,-0.882256568132016,1.19244171872894
"two_step_Neyman",0.9,2000,2,387,-2.9761457516458,1.20390504154004,5.45263595205962
"two_step_LS",0.9,2000,2,387,-3.1241212790537,-2.15584512571915,9.08984725780722
"mRock",0.9,2000,2,387,-0.178224062891987,0.120207786175448,2.45306584994562
"two_step_Neyman",0.9,2000,2,388,-4.5473410022824,2.86503425353215,1.80765611755479
"two_step_LS",0.9,2000,2,388,-5.39803873368294,5.29011017474098,0.21184140298061
"mRock",0.9,2000,2,388,0.116628048483248,-0.053715145181195,-1.29025183534721
"two_step_Neyman",0.9,2000,2,389,7.26489736483116,-3.72355079809401,0.539318989365199
"two_step_LS",0.9,2000,2,389,3.67087768423882,-1.26827539317769,1.58181225880818
"mRock",0.9,2000,2,389,0.129107701456688,-0.343022865843233,3.1780327257932
"two_step_Neyman",0.9,2000,2,39,-4.72641387623603,2.86292478657526,2.48227971084761
"two_step_LS",0.9,2000,2,39,-1.741624762624,2.59693313301673,-0.23533428687017
"mRock",0.9,2000,2,39,-0.502577594388699,0.465334784781368,-0.168546251456661
"two_step_Neyman",0.9,2000,2,390,9.50455961086284,-3.15730752602096,-7.48453800412595
"two_step_LS",0.9,2000,2,390,9.81967364510212,-4.66106395513155,-6.36641698189784
"mRock",0.9,2000,2,390,1.50707367781729,-1.12611305713401,-2.39985329765099
"two_step_Neyman",0.9,2000,2,391,8.31044916421538,-8.92505896692514,-5.52665161750095
"two_step_LS",0.9,2000,2,391,9.38273514530117,-6.77204990783529,-8.79474531713558
"mRock",0.9,2000,2,391,1.18408422207267,-1.23313165897454,-7.52495834213124
"two_step_Neyman",0.9,2000,2,392,2.39492527685676,-0.044680461470521,-8.74165734223955
"two_step_LS",0.9,2000,2,392,1.30956341191174,0.942780831125889,-8.61569717077884
"mRock",0.9,2000,2,392,0.474797693907545,-0.369915243233814,-7.07178601525104
"two_step_Neyman",0.9,2000,2,393,-3.32549862546086,-2.79628236303849,5.42152758288515
"two_step_LS",0.9,2000,2,393,-4.6849145613548,-0.145177500660094,4.18229701631476
"mRock",0.9,2000,2,393,0.455404544370197,-0.707329088875691,-1.87287050893126
"two_step_Neyman",0.9,2000,2,394,4.23908284916271,-12.8460321424831,21.3606193997813
"two_step_LS",0.9,2000,2,394,0.60517630612196,-3.58622440039292,15.7141934593768
"mRock",0.9,2000,2,394,1.99846878368864,-1.49089160798517,11.1607745491603
"two_step_Neyman",0.9,2000,2,395,-4.03340609527388,3.54331572850691,3.08218295213713
"two_step_LS",0.9,2000,2,395,-4.09104501864178,1.15378890702637,5.49935522255981
"mRock",0.9,2000,2,395,-0.301177740710136,0.0523596978103531,1.9942784875538
"two_step_Neyman",0.9,2000,2,396,-1.72491302707004,1.6366297894793,-0.629294943184235
"two_step_LS",0.9,2000,2,396,-3.51341710772125,3.70016262121316,-0.873781094421318
"mRock",0.9,2000,2,396,0.34750059279992,0.0147255663858679,-1.81517257054216
