"Method","tau","n","p","seed","K","beta0","beta1","time"
"mRock_kNN_local_linear_Neyman",0.9,10000,1,356,461,0.0180476788232822,-0.0188804660584196,67.52
"mRock_kNN_global_linear_Neyman",0.9,10000,1,356,461,0.0194319915464041,-0.0161970109646896,67.497
"mRock_kNN_bs_Neyman",0.9,10000,1,356,921,0.0190194552546836,-0.0165754813145327,77.866
"mRock_kNN_local_linear_Neyman",0.9,10000,1,356,921,0.0184838023199854,-0.0175738621922545,61.308
"mRock_kNN_global_linear_Neyman",0.9,10000,1,356,921,0.0193876210358466,-0.0167040388771391,65.639
"two_step_Neyman",0.9,10000,1,356,NA,0.0243662683597974,-0.018981410136611,0.0550000000000068
"two_step_LS",0.9,10000,1,356,NA,0.0200748824468142,-0.0168428592942802,0.0149999999999864
"mRock_kNN_bs_Neyman",0.9,10000,1,357,461,0.000595738039576243,-0.000318189806831182,78.752
"mRock_kNN_local_linear_Neyman",0.9,10000,1,357,461,-0.000873074331013468,-0.00614060409521011,68.046
"mRock_kNN_global_linear_Neyman",0.9,10000,1,357,461,0.000672227172170636,-0.000340435647239179,65.618
"mRock_kNN_bs_Neyman",0.9,10000,1,357,921,0.000873495950474146,-0.00144538451322207,78.335
"mRock_kNN_local_linear_Neyman",0.9,10000,1,357,921,0.00084873321753598,-0.00454260654416316,62.942
"mRock_kNN_global_linear_Neyman",0.9,10000,1,357,921,0.000767401966376591,-0.00139787389376034,64.943
"two_step_Neyman",0.9,10000,1,357,NA,0.0106987894269004,-0.00786190021018118,0.0629999999999882
"two_step_LS",0.9,10000,1,357,NA,0.00556181635408159,-0.0053107279673279,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,358,461,-0.00357903102903112,-0.00295046883784833,78.69
"mRock_kNN_local_linear_Neyman",0.9,10000,1,358,461,-0.00568766988005276,-0.00558541582860128,67.088
"mRock_kNN_global_linear_Neyman",0.9,10000,1,358,461,-0.0035011725915961,-0.00288785590701979,66.437
"mRock_kNN_bs_Neyman",0.9,10000,1,358,921,-0.00309002783346579,-0.00325369064845349,76.073
"mRock_kNN_local_linear_Neyman",0.9,10000,1,358,921,-0.00414261444312269,-0.00439481444378487,61.81
"mRock_kNN_global_linear_Neyman",0.9,10000,1,358,921,-0.00282117484019984,-0.00316971605771244,63.746
"two_step_Neyman",0.9,10000,1,358,NA,0.00808368457515707,-0.00939823427355879,0.0500000000000114
"two_step_LS",0.9,10000,1,358,NA,0.00382643912602409,-0.00721652619810165,0.0160000000000196
"mRock_kNN_bs_Neyman",0.9,10000,1,359,461,-0.0137589784593988,0.00482643881319467,78.461
"mRock_kNN_local_linear_Neyman",0.9,10000,1,359,461,-0.0149310848088207,-0.000483793574717062,67.727
"mRock_kNN_global_linear_Neyman",0.9,10000,1,359,461,-0.0137460649692487,0.00485598697809309,67.273
"mRock_kNN_bs_Neyman",0.9,10000,1,359,921,-0.0140095426968929,0.00442185344302271,75.444
"mRock_kNN_local_linear_Neyman",0.9,10000,1,359,921,-0.0130206978540075,0.00108752631267039,61.891
"mRock_kNN_global_linear_Neyman",0.9,10000,1,359,921,-0.0140762398495133,0.00447263503022199,63.546
"two_step_Neyman",0.9,10000,1,359,NA,-0.0186866595694697,0.00619823819393117,0.0640000000000214
"two_step_LS",0.9,10000,1,359,NA,-0.0187427378499132,0.00615790661065407,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,36,461,0.00343937649617532,-0.00502624168285859,83.364
"mRock_kNN_local_linear_Neyman",0.9,10000,1,36,461,0.00114789797977521,-0.00815736230248332,69.541
"mRock_kNN_global_linear_Neyman",0.9,10000,1,36,461,0.00366190343315687,-0.0050714935726468,70.857
"mRock_kNN_bs_Neyman",0.9,10000,1,36,921,0.0030021542898071,-0.00544740364484753,81.042
"mRock_kNN_local_linear_Neyman",0.9,10000,1,36,921,0.00251374789160241,-0.00754297161280837,62.779
"mRock_kNN_global_linear_Neyman",0.9,10000,1,36,921,0.00297186390915649,-0.00538918927616727,68.006
"two_step_Neyman",0.9,10000,1,36,NA,0.00261017810987152,-0.00500813493686492,0.0600000000000023
"two_step_LS",0.9,10000,1,36,NA,0.00580908584392525,-0.00662660574811236,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,360,461,0.00629506693455117,0.00206392718073145,77.86
"mRock_kNN_local_linear_Neyman",0.9,10000,1,360,461,0.00333662551149194,-0.00200757774846627,65.808
"mRock_kNN_global_linear_Neyman",0.9,10000,1,360,461,0.0055899943829667,0.00270352307359101,64.589
"mRock_kNN_bs_Neyman",0.9,10000,1,360,921,0.00711789550536124,-0.000609496941311072,76.424
"mRock_kNN_local_linear_Neyman",0.9,10000,1,360,921,0.00538876548488121,-0.0021973055289406,62.704
"mRock_kNN_global_linear_Neyman",0.9,10000,1,360,921,0.00654700802852126,-4.05974089900951e-08,62.881
"two_step_Neyman",0.9,10000,1,360,NA,0.00161755234201566,0.00170137676077253,0.0570000000000164
"two_step_LS",0.9,10000,1,360,NA,0.00354417781403038,0.000754595789798973,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,361,461,0.0114717259156365,-0.00260551101108852,78.405
"mRock_kNN_local_linear_Neyman",0.9,10000,1,361,461,0.00961977484427701,-0.00531612657630109,66.25
"mRock_kNN_global_linear_Neyman",0.9,10000,1,361,461,0.0114597285624771,-0.0022003212881172,65.719
"mRock_kNN_bs_Neyman",0.9,10000,1,361,921,0.0102735470230471,-0.00235743621529183,75.839
"mRock_kNN_local_linear_Neyman",0.9,10000,1,361,921,0.008283923172409,-0.0026934666740055,61.455
"mRock_kNN_global_linear_Neyman",0.9,10000,1,361,921,0.0102976649108799,-0.0020339290427227,63.069
"two_step_Neyman",0.9,10000,1,361,NA,0.0198750584997891,-0.00778948490527576,0.0540000000000305
"two_step_LS",0.9,10000,1,361,NA,0.0107786887577144,-0.00335918617201125,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,362,461,-0.00488384166695699,0.00919084681506632,78.474
"mRock_kNN_local_linear_Neyman",0.9,10000,1,362,461,-0.00487705580446263,0.00319292973016561,67.008
"mRock_kNN_global_linear_Neyman",0.9,10000,1,362,461,-0.00470364632881282,0.0091709315808437,66.231
"mRock_kNN_bs_Neyman",0.9,10000,1,362,921,-0.00399764833429495,0.00670085779251783,76.177
"mRock_kNN_local_linear_Neyman",0.9,10000,1,362,921,-0.00294105015729862,0.0031063089856489,62.095
"mRock_kNN_global_linear_Neyman",0.9,10000,1,362,921,-0.00398078525648282,0.00670297416228349,63.987
"two_step_Neyman",0.9,10000,1,362,NA,-0.00290215685413719,0.00468107234360993,0.0499999999999545
"two_step_LS",0.9,10000,1,362,NA,-0.00415400454396209,0.00525609901695345,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,363,461,-0.00206985594540066,-0.00076897846046986,79.06
"mRock_kNN_local_linear_Neyman",0.9,10000,1,363,461,-0.00506318820258023,-0.0039465067177793,67.267
"mRock_kNN_global_linear_Neyman",0.9,10000,1,363,461,-0.00182308503233775,-0.000981445035940887,66.612
"mRock_kNN_bs_Neyman",0.9,10000,1,363,921,-0.00148132215448116,-0.00220434442392836,75.995
"mRock_kNN_local_linear_Neyman",0.9,10000,1,363,921,-0.00287328770850581,-0.00341168139311465,61.81
"mRock_kNN_global_linear_Neyman",0.9,10000,1,363,921,-0.0013288274975376,-0.00225839756460955,63.476
"two_step_Neyman",0.9,10000,1,363,NA,0.00224420248920065,-0.00430109042643867,0.049000000000035
"two_step_LS",0.9,10000,1,363,NA,0.0019378771995644,-0.00419925324135528,0.0139999999999532
"mRock_kNN_bs_Neyman",0.9,10000,1,364,461,-0.0109680041369191,0.00539096063467426,78.538
"mRock_kNN_local_linear_Neyman",0.9,10000,1,364,461,-0.0132297068185356,0.00239582357078882,66.262
"mRock_kNN_global_linear_Neyman",0.9,10000,1,364,461,-0.0112334290835159,0.00572734742830816,65.555
"mRock_kNN_bs_Neyman",0.9,10000,1,364,921,-0.0118830515372368,0.00541921880474883,76.724
"mRock_kNN_local_linear_Neyman",0.9,10000,1,364,921,-0.0125277707507518,0.0039129465503267,61.39
"mRock_kNN_global_linear_Neyman",0.9,10000,1,364,921,-0.0122367537272063,0.00587932487160225,63.527
"two_step_Neyman",0.9,10000,1,364,NA,-0.0144959247830558,0.00536493279631189,0.0520000000000209
"two_step_LS",0.9,10000,1,364,NA,-0.00986381307378292,0.0029405537573548,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,365,461,-0.00676749214498784,0.00740279772405472,78.654
"mRock_kNN_local_linear_Neyman",0.9,10000,1,365,461,-0.00806164321709257,0.00390446958084611,67.254
"mRock_kNN_global_linear_Neyman",0.9,10000,1,365,461,-0.00640909742953055,0.00732376678603286,66.277
"mRock_kNN_bs_Neyman",0.9,10000,1,365,921,-0.00645290667728604,0.0069606278305776,76.6559999999999
"mRock_kNN_local_linear_Neyman",0.9,10000,1,365,921,-0.00714751884672093,0.00594036420614152,61.926
"mRock_kNN_global_linear_Neyman",0.9,10000,1,365,921,-0.00630001526513313,0.00698103891589685,63.887
"two_step_Neyman",0.9,10000,1,365,NA,-0.00698333756312186,0.00738472223883591,0.0480000000000018
"two_step_LS",0.9,10000,1,365,NA,0.000612470356695427,0.0035589895375101,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,366,461,-0.00664918814731341,0.0109157554521921,78.307
"mRock_kNN_local_linear_Neyman",0.9,10000,1,366,461,-0.00813216391866933,0.00748696359586898,66.119
"mRock_kNN_global_linear_Neyman",0.9,10000,1,366,461,-0.00600297183320619,0.0107614418575701,67.148
"mRock_kNN_bs_Neyman",0.9,10000,1,366,921,-0.00698050154207142,0.0095240825497922,75.371
"mRock_kNN_local_linear_Neyman",0.9,10000,1,366,921,-0.00677507085391893,0.00749499645959073,60.353
"mRock_kNN_global_linear_Neyman",0.9,10000,1,366,921,-0.00611094075742247,0.00933361631827134,63.451
"two_step_Neyman",0.9,10000,1,366,NA,-0.000591547752959443,0.00586875636653739,0.0579999999999927
"two_step_LS",0.9,10000,1,366,NA,-0.00833021443492443,0.00979475234486449,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,367,461,0.000622378260610734,0.00761489509762781,79.263
"mRock_kNN_local_linear_Neyman",0.9,10000,1,367,461,-0.00329669012181366,0.0066358007471643,66.661
"mRock_kNN_global_linear_Neyman",0.9,10000,1,367,461,0.00111290463280911,0.00752646788995914,67.568
"mRock_kNN_bs_Neyman",0.9,10000,1,367,921,0.000941768974214385,0.0066342096498313,76.476
"mRock_kNN_local_linear_Neyman",0.9,10000,1,367,921,-0.00145127268252332,0.00662256640480408,61.022
"mRock_kNN_global_linear_Neyman",0.9,10000,1,367,921,0.000945960663246703,0.00668071055340569,64.632
"two_step_Neyman",0.9,10000,1,367,NA,-0.00143186642978876,0.00786165907648861,0.0480000000000018
"two_step_LS",0.9,10000,1,367,NA,-0.00219079784536191,0.00818635270758516,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,368,461,0.00541643353135601,-0.012658911382347,78.326
"mRock_kNN_local_linear_Neyman",0.9,10000,1,368,461,0.00323063155546688,-0.0153975352439302,67.131
"mRock_kNN_global_linear_Neyman",0.9,10000,1,368,461,0.00526405259891805,-0.0125825072363068,66.414
"mRock_kNN_bs_Neyman",0.9,10000,1,368,921,0.00374423635504639,-0.0125927591228048,76.067
"mRock_kNN_local_linear_Neyman",0.9,10000,1,368,921,0.00206879867466858,-0.0132181666016224,62.236
"mRock_kNN_global_linear_Neyman",0.9,10000,1,368,921,0.00372118316613745,-0.0125554013792994,63.669
"two_step_Neyman",0.9,10000,1,368,NA,0.0025604225186977,-0.0121358081900138,0.0500000000000114
"two_step_LS",0.9,10000,1,368,NA,0.00271368697162711,-0.0121007509416455,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,369,461,0.006209138341295,0.00421982664496934,78.663
"mRock_kNN_local_linear_Neyman",0.9,10000,1,369,461,0.00383276168212299,0.00118927730085616,66.971
"mRock_kNN_global_linear_Neyman",0.9,10000,1,369,461,0.00653094772296559,0.00409068641311316,66.118
"mRock_kNN_bs_Neyman",0.9,10000,1,369,921,0.00516147027064018,0.00395813382625487,76.223
"mRock_kNN_local_linear_Neyman",0.9,10000,1,369,921,0.00429316657004697,0.00248110514363686,61.607
"mRock_kNN_global_linear_Neyman",0.9,10000,1,369,921,0.00536041527341058,0.00387803263344155,63.426
"two_step_Neyman",0.9,10000,1,369,NA,-0.00320548346508076,0.00823677547930135,0.0500000000000114
"two_step_LS",0.9,10000,1,369,NA,0.00102409453264274,0.00622098305654362,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,37,461,0.00810529418175365,-0.00661833602532758,80.166
"mRock_kNN_local_linear_Neyman",0.9,10000,1,37,461,0.00722240201266278,-0.0102115331293833,69.313
"mRock_kNN_global_linear_Neyman",0.9,10000,1,37,461,0.0082931664116761,-0.006495978246984,67.478
"mRock_kNN_bs_Neyman",0.9,10000,1,37,921,0.0074287268390032,-0.00747775374633042,78.738
"mRock_kNN_local_linear_Neyman",0.9,10000,1,37,921,0.00668959410637382,-0.0087530925524546,63.524
"mRock_kNN_global_linear_Neyman",0.9,10000,1,37,921,0.00732752347579679,-0.00717848326084569,66.367
"two_step_Neyman",0.9,10000,1,37,NA,0.0112514231943612,-0.00963735196224436,0.0600000000000023
"two_step_LS",0.9,10000,1,37,NA,0.00165368294956725,-0.00479774897407248,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,370,461,-0.0035416860261539,-0.00605775620681204,78.871
"mRock_kNN_local_linear_Neyman",0.9,10000,1,370,461,-0.00489405475246962,-0.00888301597556573,67.011
"mRock_kNN_global_linear_Neyman",0.9,10000,1,370,461,-0.00364864272685161,-0.00594313735069996,66.149
"mRock_kNN_bs_Neyman",0.9,10000,1,370,921,-0.00465990577827835,-0.00646018552165062,76.176
"mRock_kNN_local_linear_Neyman",0.9,10000,1,370,921,-0.00578848241273056,-0.0067886420341936,61.566
"mRock_kNN_global_linear_Neyman",0.9,10000,1,370,921,-0.00472223027657259,-0.00634931155552376,63.523
"two_step_Neyman",0.9,10000,1,370,NA,-0.00349334103277088,-0.00692860214038049,0.0500000000000114
"two_step_LS",0.9,10000,1,370,NA,-0.00676692185484451,-0.00532104508712727,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,371,461,-0.00595350193801747,0.00693990658858246,78.595
"mRock_kNN_local_linear_Neyman",0.9,10000,1,371,461,-0.00501674696793186,0.000357357323003349,66.872
"mRock_kNN_global_linear_Neyman",0.9,10000,1,371,461,-0.00534609832019628,0.00687338323056874,66.363
"mRock_kNN_bs_Neyman",0.9,10000,1,371,921,-0.00757692726528192,0.00637463247783954,76.043
"mRock_kNN_local_linear_Neyman",0.9,10000,1,371,921,-0.00637794603898589,0.00287658533056989,61.199
"mRock_kNN_global_linear_Neyman",0.9,10000,1,371,921,-0.0070473760755605,0.00639207040045742,63.712
"two_step_Neyman",0.9,10000,1,371,NA,-0.00250104040537158,0.00260390878693428,0.0540000000000305
"two_step_LS",0.9,10000,1,371,NA,-0.00154625502668182,0.00223222062725492,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,372,461,-0.00169087864091821,0.00373159979412696,77.975
"mRock_kNN_local_linear_Neyman",0.9,10000,1,372,461,-0.00193186176301841,-0.000905550722583914,66.685
"mRock_kNN_global_linear_Neyman",0.9,10000,1,372,461,-0.00150055761443402,0.00420506320304304,66.655
"mRock_kNN_bs_Neyman",0.9,10000,1,372,921,-0.000806675747258012,0.00209436235826566,76.085
"mRock_kNN_local_linear_Neyman",0.9,10000,1,372,921,-0.000385272569821904,-0.000438011947532679,61.602
"mRock_kNN_global_linear_Neyman",0.9,10000,1,372,921,-0.000737098963644156,0.00271003221167199,63.915
"two_step_Neyman",0.9,10000,1,372,NA,0.00793637044147655,-0.00269848707201437,0.0520000000000209
"two_step_LS",0.9,10000,1,372,NA,-0.00776726285752205,0.00522553475925447,0.0149999999999864
"mRock_kNN_bs_Neyman",0.9,10000,1,373,461,0.00211503215121511,-0.00133676574664321,78.932
"mRock_kNN_local_linear_Neyman",0.9,10000,1,373,461,-0.00201750029145176,-0.00327594170307632,66.864
"mRock_kNN_global_linear_Neyman",0.9,10000,1,373,461,0.00191974412799323,-0.00108672753797112,66.932
"mRock_kNN_bs_Neyman",0.9,10000,1,373,921,-0.000341299417240704,-0.00142670946156365,77.056
"mRock_kNN_local_linear_Neyman",0.9,10000,1,373,921,-0.00277214310878104,-0.00157156077145837,62.098
"mRock_kNN_global_linear_Neyman",0.9,10000,1,373,921,-0.000307876165044796,-0.00129695039278044,64.683
"two_step_Neyman",0.9,10000,1,373,NA,-0.00149104720823168,-0.000864257729480844,0.0480000000000018
"two_step_LS",0.9,10000,1,373,NA,0.00261444910465092,-0.00289995892971184,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,374,461,-0.0035268043080634,-0.00359753867868928,78.006
"mRock_kNN_local_linear_Neyman",0.9,10000,1,374,461,-0.00732789544110957,-0.00593685338373406,68.21
"mRock_kNN_global_linear_Neyman",0.9,10000,1,374,461,-0.00128228619492932,-0.00420122157613134,66.184
"mRock_kNN_bs_Neyman",0.9,10000,1,374,921,-0.0084717108533936,-0.00152934800345284,75.621
"mRock_kNN_local_linear_Neyman",0.9,10000,1,374,921,-0.0114194443138447,-0.00201596931911263,62.463
"mRock_kNN_global_linear_Neyman",0.9,10000,1,374,921,-0.00702956407818922,-0.00172316700427411,63.86
"two_step_Neyman",0.9,10000,1,374,NA,-0.0229575683720611,0.00581707979301482,0.0500000000000114
"two_step_LS",0.9,10000,1,374,NA,-0.0106611016366545,-0.000272417806916891,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,375,461,-0.00430622840573358,0.000214153221063995,78.707
"mRock_kNN_local_linear_Neyman",0.9,10000,1,375,461,-0.00549753965393562,-0.00331692624093893,67.752
"mRock_kNN_global_linear_Neyman",0.9,10000,1,375,461,-0.00394118326178305,0.000349234034634716,67.098
"mRock_kNN_bs_Neyman",0.9,10000,1,375,921,-0.00185289080041584,-0.00283996022104649,76.07
"mRock_kNN_local_linear_Neyman",0.9,10000,1,375,921,-0.00144439833662857,-0.00512760447591409,61.752
"mRock_kNN_global_linear_Neyman",0.9,10000,1,375,921,-0.00158940199163315,-0.00256754074046306,63.809
"two_step_Neyman",0.9,10000,1,375,NA,-0.00348052764010842,-0.000922146885805386,0.0470000000000255
"two_step_LS",0.9,10000,1,375,NA,-0.0107781301289989,0.00275367346469046,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,376,461,0.0146250209845034,-0.00933135464778267,76.171
"mRock_kNN_local_linear_Neyman",0.9,10000,1,376,461,0.0145782254675739,-0.0139013132029748,64.275
"mRock_kNN_global_linear_Neyman",0.9,10000,1,376,461,0.0147490991443007,-0.00910640270562446,64.462
"mRock_kNN_bs_Neyman",0.9,10000,1,376,921,0.0162165419626066,-0.0108031208984283,74.119
"mRock_kNN_local_linear_Neyman",0.9,10000,1,376,921,0.0162971826403007,-0.0122753418830355,58.655
"mRock_kNN_global_linear_Neyman",0.9,10000,1,376,921,0.0161880100090857,-0.0103262669167861,62.095
"two_step_Neyman",0.9,10000,1,376,NA,0.0293081260799306,-0.0185203395456468,0.0559999999999832
"two_step_LS",0.9,10000,1,376,NA,0.0213038403035013,-0.0145073160672369,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,377,461,0.0021371761606086,-0.00523252314965017,76.193
"mRock_kNN_local_linear_Neyman",0.9,10000,1,377,461,-0.000803337779591518,-0.00759308087646149,63.79
"mRock_kNN_global_linear_Neyman",0.9,10000,1,377,461,0.00174575095436835,-0.00498896734437038,63.751
"mRock_kNN_bs_Neyman",0.9,10000,1,377,921,0.00331783506808847,-0.00652280823586082,74.371
"mRock_kNN_local_linear_Neyman",0.9,10000,1,377,921,0.00195537713763705,-0.00738078403166931,58.565
"mRock_kNN_global_linear_Neyman",0.9,10000,1,377,921,0.00311739810328171,-0.00641662914913388,61.698
"two_step_Neyman",0.9,10000,1,377,NA,0.0126856561634952,-0.0123875922791123,0.0570000000000164
"two_step_LS",0.9,10000,1,377,NA,0.00974861286154916,-0.0109713274748566,0.0119999999999436
"mRock_kNN_bs_Neyman",0.9,10000,1,378,461,0.00165344121804911,2.70420538179827e-05,76.724
"mRock_kNN_local_linear_Neyman",0.9,10000,1,378,461,-0.000551262216697213,-0.0024327905895003,63.84
"mRock_kNN_global_linear_Neyman",0.9,10000,1,378,461,0.00183032740344524,-8.4100859146119e-05,64.358
"mRock_kNN_bs_Neyman",0.9,10000,1,378,921,0.000862945239321622,2.7804861427061e-05,75.249
"mRock_kNN_local_linear_Neyman",0.9,10000,1,378,921,-0.000686934887417445,-0.000531944196486833,58.381
"mRock_kNN_global_linear_Neyman",0.9,10000,1,378,921,0.000948807764353354,7.36455902039523e-06,62.9179999999999
"two_step_Neyman",0.9,10000,1,378,NA,-0.000209934106764953,0.000667679395540244,0.0539999999999736
"two_step_LS",0.9,10000,1,378,NA,0.000629826823442148,0.000127877470380344,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,379,461,0.00199208321034017,0.00743339334826576,76.678
"mRock_kNN_local_linear_Neyman",0.9,10000,1,379,461,-0.00120952143772524,0.004034636734358,64.427
"mRock_kNN_global_linear_Neyman",0.9,10000,1,379,461,0.00289374154123956,0.00709920031922273,64.305
"mRock_kNN_bs_Neyman",0.9,10000,1,379,921,0.00137028760481073,0.00654512374364113,74.468
"mRock_kNN_local_linear_Neyman",0.9,10000,1,379,921,0.00019005785994608,0.00435679584210824,59.967
"mRock_kNN_global_linear_Neyman",0.9,10000,1,379,921,0.00216334789029449,0.0064557174765465,62.001
"two_step_Neyman",0.9,10000,1,379,NA,0.0166908480116388,-0.0024674011599477,0.0529999999999973
"two_step_LS",0.9,10000,1,379,NA,0.00888557915836374,0.00130021124664292,0.0109999999999673
"mRock_kNN_bs_Neyman",0.9,10000,1,38,461,-0.00296250527753239,0.00730194091769798,81.829
"mRock_kNN_local_linear_Neyman",0.9,10000,1,38,461,-0.00305058267346303,0.00342344046762033,69.406
"mRock_kNN_global_linear_Neyman",0.9,10000,1,38,461,-0.00243090842034821,0.0073278567484083,68.469
"mRock_kNN_bs_Neyman",0.9,10000,1,38,921,-0.0039509052085116,0.00629915789313129,80.6180000000001
"mRock_kNN_local_linear_Neyman",0.9,10000,1,38,921,-0.00466436875538356,0.00525453545068899,63.811
"mRock_kNN_global_linear_Neyman",0.9,10000,1,38,921,-0.00341442288176252,0.00630224780220479,67.181
"two_step_Neyman",0.9,10000,1,38,NA,-0.015198803974273,0.0121738778382121,0.0550000000000068
"two_step_LS",0.9,10000,1,38,NA,-0.00625800501915097,0.00758869817486785,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,380,461,0.000581644934488423,-0.00568782217326325,76.314
"mRock_kNN_local_linear_Neyman",0.9,10000,1,380,461,0.00050432355387664,-0.0105169017918874,63.701
"mRock_kNN_global_linear_Neyman",0.9,10000,1,380,461,0.000672703627553783,-0.00545223225914881,64.364
"mRock_kNN_bs_Neyman",0.9,10000,1,380,921,0.000219335650004204,-0.00607376675533366,74.974
"mRock_kNN_local_linear_Neyman",0.9,10000,1,380,921,0.000926496296226986,-0.00912831936401837,59.074
"mRock_kNN_global_linear_Neyman",0.9,10000,1,380,921,0.000296082364072969,-0.00567844541870866,63.061
"two_step_Neyman",0.9,10000,1,380,NA,0.00311914114936496,-0.00867037552074557,0.0489999999999782
"two_step_LS",0.9,10000,1,380,NA,-0.00322334028785187,-0.00544887730682175,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,381,461,-0.00584653096429366,0.00912366941925713,77.529
"mRock_kNN_local_linear_Neyman",0.9,10000,1,381,461,-0.00838937029854403,0.00556650874502562,64.632
"mRock_kNN_global_linear_Neyman",0.9,10000,1,381,461,-0.00507470376639296,0.00883895868305995,66.092
"mRock_kNN_bs_Neyman",0.9,10000,1,381,921,-0.00597956924624077,0.00847938535596038,76.042
"mRock_kNN_local_linear_Neyman",0.9,10000,1,381,921,-0.00705163812717502,0.0065306832575911,60.9
"mRock_kNN_global_linear_Neyman",0.9,10000,1,381,921,-0.00521087229428674,0.00825013864518986,64.352
"two_step_Neyman",0.9,10000,1,381,NA,-0.00479778069162307,0.00655893113755379,0.0480000000000018
"two_step_LS",0.9,10000,1,381,NA,-0.00621718804147164,0.00742480585315786,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,382,461,0.00260437596354945,-0.00291851123256048,78.237
"mRock_kNN_local_linear_Neyman",0.9,10000,1,382,461,0.0018956947400175,-0.00777561327826826,66.405
"mRock_kNN_global_linear_Neyman",0.9,10000,1,382,461,0.00196493629637184,-0.00228439618332743,66.85
"mRock_kNN_bs_Neyman",0.9,10000,1,382,921,0.00255533473121949,-0.00425060200278615,75.43
"mRock_kNN_local_linear_Neyman",0.9,10000,1,382,921,0.00220196777233017,-0.00658695149816779,59.62
"mRock_kNN_global_linear_Neyman",0.9,10000,1,382,921,0.0023272576056943,-0.00400125960131215,63.449
"two_step_Neyman",0.9,10000,1,382,NA,0.000199363434713939,-0.00304173393817697,0.0480000000000018
"two_step_LS",0.9,10000,1,382,NA,-0.00312356350875453,-0.00136287931287926,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,383,461,-0.00330495352568327,0.0135506712300506,77.799
"mRock_kNN_local_linear_Neyman",0.9,10000,1,383,461,-0.00650937257144446,0.0113352120212791,64.886
"mRock_kNN_global_linear_Neyman",0.9,10000,1,383,461,-0.00307836434774544,0.0136552059366575,66.391
"mRock_kNN_bs_Neyman",0.9,10000,1,383,921,-0.00245139196884958,0.0126741491426778,75.143
"mRock_kNN_local_linear_Neyman",0.9,10000,1,383,921,-0.00470148407132553,0.0124988394124856,59.532
"mRock_kNN_global_linear_Neyman",0.9,10000,1,383,921,-0.0023732439422377,0.0128165880818569,63.469
"two_step_Neyman",0.9,10000,1,383,NA,-0.00255300366871425,0.0126652841120807,0.05600000000004
"two_step_LS",0.9,10000,1,383,NA,-0.00314955237781378,0.0130319703521673,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,384,461,0.00407486353857989,0.000344422114348486,77.108
"mRock_kNN_local_linear_Neyman",0.9,10000,1,384,461,0.00209462694381224,-0.00349558927511096,64.441
"mRock_kNN_global_linear_Neyman",0.9,10000,1,384,461,0.00479534492448397,2.48153181803268e-05,65.299
"mRock_kNN_bs_Neyman",0.9,10000,1,384,921,0.00383754002408065,-0.000472828024361771,76.034
"mRock_kNN_local_linear_Neyman",0.9,10000,1,384,921,0.00398934928569794,-0.00299307025530471,61.063
"mRock_kNN_global_linear_Neyman",0.9,10000,1,384,921,0.00459443864932063,-0.000743463181168025,64.053
"two_step_Neyman",0.9,10000,1,384,NA,-0.000846921348817142,0.00192401680271459,0.0499999999999545
"two_step_LS",0.9,10000,1,384,NA,0.00625879965558274,-0.00165324644978604,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,385,461,-0.0120295631173462,0.011761797982575,77.672
"mRock_kNN_local_linear_Neyman",0.9,10000,1,385,461,-0.0145656004899797,0.00832927917898729,64.707
"mRock_kNN_global_linear_Neyman",0.9,10000,1,385,461,-0.0124228867221419,0.0127741775703112,65.708
"mRock_kNN_bs_Neyman",0.9,10000,1,385,921,-0.0123132555951619,0.0102409671644672,75.351
"mRock_kNN_local_linear_Neyman",0.9,10000,1,385,921,-0.0143170723351478,0.00900929177186516,59.958
